ID	Axis1	Axis2	Axis3	Axis4	Axis5	ID	date_mathilde	period_corjune2017_mathilde	classification_horti	genetic_group	ploidy_exp	ploidy_obs	DPQ	QCCR	DQCinf0965	missingness	ID_2ndfile	ID2	row_flower	position_flower	plot_flower	row_TN	position_TN	plot_TN	TN2014	TN2015	TN2016
maupertuis_H8	44.277863806	20.364479608	19.818961287	1.2874240344	5.7525015981	maupertuis_H8	1868	[1860-1869]	M	2	4	2	0.973	97.502	0	0.035	maupertuis	maupertuis_H8	3	16	1	3	16	1	0	0	0
may_queen_D11	-26.3156422647	5.3715680927	-11.5631526319	-1.6714256363	1.2196207188	may_queen_D11	1898	[1890-1899]	Hwich	7	2	3	0.988	90.885	0	0.099	may_queen	may_queen_D11	5	3	1	5	3	1	3	3	3
mercedes_B1	44.5311595691	19.2772646373	16.9576868719	4.9796398388	9.4258942841	mercedes_B1	1847	[1840-1849]	Hgal	2	4	2	0.974	97.666	0	0.026	mercedes	mercedes_B1	3	50	10	3	50	10	1	3	0
minette_D8	41.8945517532	-24.7364201623	-22.8364409538	6.2196949129	-20.8847707027	minette_D8	1819	[1810-1819]	C	3	4	4	0.976	95.654	0	0.073	minette	minette_D8	3	53	1	3	53	1	0	0	0
miranda_F10	14.9405885548	3.368326154	5.4651207881	-2.1387325623	-8.7749537848	miranda_F10	1869	[1860-1869]	P	3	4	4	0.988	93.755	0	0.061	miranda	miranda_F10	9	3	3	9	3	3	3	4	4
mle_cecile_brunner_D12	-46.6535738042	-13.8676026251	11.288175818	36.9809414695	-29.2724856102	mle_cecile_brunner_D12	1880	[1880-1889]	Pol	9	2	2	0.989	95.894	0	0.081	mle_cecile_brunner	mle_cecile_brunner_D12	NA	NA	NA	6	30	3	0	0	0
mme_a_meilland_climbing_E1	-33.8655242045	-30.6781343855	23.2562257279	6.3000632316	4.297613699	mme_a_meilland_climbing_chene_E1	1935	>1910	HT	NA	NA	4	0.994	90.582	0	0.111	mme_a_meilland_climbing	mme_a_meilland_climbing_E1	NA	NA	NA	NA	NA	NA	NA	NA	NA
mme_antoine_mary_E3	-63.4758611451	-35.3069221909	24.2894799414	30.2430443174	3.5564335398	mme_antoine_mary_E3	1890	[1890-1899]	T	9	2	2	0.985	95.818	0	0.056	mme_antoine_mary	mme_antoine_mary_E3	NA	NA	NA	1	49	1	1	0	1
mme_d_herbray_E4	40.7862786164	23.8273163547	19.561384549	4.5311330625	8.2821292202	mme_d_herbray_E4	1857	[1850-1859]	C	2	4	2	0.97	97.042	0	0.043	mme_d_herbray	mme_d_herbray_E4	3	31	10	3	31	10	1	0	0
mme_de_la_roche_lambert_B7	25.8264695681	16.8364916041	19.5599686809	-3.2168202323	0.8072060152	mme_de_la_roche_lambert_B7	1851	[1850-1859]	M	4	4	4	0.983	95.25	0	0.05	mme_de_la_roche_lambert	mme_de_la_roche_lambert_B7	6	17	3	6	17	3	5	3	3
mme_e_veyrat_hermanos_G3	-60.994690508	-30.6564693874	23.2013064146	40.635887742	4.2273338022	mme_e_veyrat_hermanos_2_G3	1895	[1890-1899]	T	9	2	2	0.979	97.105	0	0.051	mme_e_veyrat_hermanos	mme_e_veyrat_hermanos_G3	6	13	3	6	13	3	1	1	1
mme_edouard_ory_D9	8.0531600061	9.1312235164	14.2579024227	-14.9501211004	-2.7879583682	mme_edouard_ory_D9	1854	[1850-1859]	M	5	4	4	0.987	93.339	0	0.056	mme_edouard_ory	mme_edouard_ory_D9	7	57	3	7	57	3	4	4	3
mme_emilie_charon_E5	-67.8310391763	-42.6846006136	31.6860852027	34.5239119203	17.6182327766	mme_emilie_charon_E5	1895	[1890-1899]	T	9	2	2	0.977	95.805	0	0.063	mme_emilie_charon	mme_emilie_charon_E5	6	37	10	6	37	10	2	1	2
mme_ernest_calvat_F1	-32.5140009186	-34.3448881988	14.0449964141	-11.3399526413	-0.2821255644	mme_ernest_calvat_F1	1888	[1880-1889]	B	8	4	4	0.994	89.851	0	0.138	mme_ernest_calvat	mme_ernest_calvat_F1	8	22	3	NA	NA	NA	NA	NA	NA
mme_hardy_B11	33.9543078769	13.4893256187	10.6259670505	4.6205427693	-11.7873769324	mme_hardy_2_B11	1832	[1830-1839]	D	3	4	4	0.982	96.272	0	0.047	mme_hardy	mme_hardy_B11	6	42	3	6	42	3	4	0	0
mme_lambard_E8	-65.1351909741	-46.4555557554	35.3030517669	30.8617260082	11.4857103334	mme_lambard_E8	1878	[1870-1879]	T	9	2	2	0.977	96.013	0	0.057	mme_lambard	mme_lambard_E8	1	6	6	1	6	6	1	1	1
mme_legras_de_st_germain_E7	37.7238436021	16.3660568996	7.3812001045	8.8407539022	5.0805883373	mme_legras_de_st_germain_E7	1846	[1840-1849]	A	2	4	4	0.977	96.915	0	0.041	mme_legras_de_st_germain	mme_legras_de_st_germain_E7	6	8	3	6	8	3	0	0	0
mme_zoetmans_E12	41.0491741085	19.7654227767	16.3749392251	4.8850181103	8.4620810537	mme_zoetmans_E12	1830	[1830-1839]	D	2	4	2	0.979	97.117	0	0.039	mme_zoetmans	mme_zoetmans_E12	NA	NA	NA	10	16	6	0	0	0
monsieur_cordeau_H6	-11.9886966181	-15.6389029731	13.1727052479	-36.3602560667	-1.1054418302	monsieur_cordeau_H6	1892	[1890-1899]	B	6	4	4	0.99	92.235	0	0.086	monsieur_cordeau	monsieur_cordeau_H6	2	26	1	2	26	1	5	4	1
narrow_water_D3	-51.4386131469	18.0484959731	-17.7222171575	-6.9576984255	-45.1770710138	narrow_water_D3	1883	[1880-1889]	N	9	2	2	0.985	96.695	0	0.051	narrow_water	narrow_water_D3	6	24	6	6	24	6	4	4	4
nathalie_H4	-33.4365451033	-10.7303962929	2.6914955302	-3.5965603343	9.3933766005	nathalie_H4	1835	uncertain	N	8	4	4	0.994	89.453	0	0.117	nathalie	nathalie_H4	13	8	6	13	8	6	4	4	1
oeillet_panache_G11	37.41207437	15.0832012238	15.357367389	0.791781584	6.1714392637	oeillet_panache_G11	1887	uncertain	M	2	4	2	0.977	96.379	0	0.041	oeillet_panache	oeillet_panache_G11	2	7	10	2	7	10	4	4	0
old_blush_G12	-75.6496583884	-19.071387053	6.3654103317	-23.8395282	12.2923905676	old_blush_G12	1793	<1800	T	9	NA	2	0.986	94.443	0	0.071	old_blush	old_blush_G12	Zone 	NA	NA	Zone 	NA	NA	NA	NA	NA
olivet_E2	-14.7948324926	2.9492557118	2.1361538214	-13.7346310864	2.48062513	olivet_E2	1892	[1890-1899]	Hmult	6	4	4	0.99	90.948	0	0.092	olivet	olivet_E2	4	18	10	4	18	10	4	1	4
panache_superbe_F3	-9.640768968	-4.8027291612	7.5689166671	-21.262368569	3.8139045876	panache_superbe_F3	1811	uncertain	Hgal	4	unknown_sample	2	0.99	92.922	0	0.07	panache_superbe	panache_superbe_F3	5	46	10	5	46	10	1	1	1
paquerette_A2	-48.7959370954	45.2698908662	-43.0086729835	3.3759067561	19.3388894029	paquerette_A2	1875	[1870-1879]	Pol	10	2	2	0.964	96.474	1	0.073	paquerette	paquerette_A2	4	24	10	4	24	10	1	0	0
parks_yellow_tea_scented_china_C5	-38.7826905	-20.8136158936	15.2804112396	40.5775922025	7.9786298063	parks_yellow_tea_scented_china_C5	1824	[1820-1829]	T	10	2	2	0.977	96.745	0	0.052	parks_yellow_tea_scented_china	parks_yellow_tea_scented_china_C5	15	5	6	15	5	6	1	0	0
pergolese_A5	42.6523184233	19.9042869522	18.5380065413	4.8873611721	4.8135335807	pergolese_A5	1840	[1840-1849]	P	3	4	2	0.975	97.704	0	0.027	pergolese	pergolese_A5	13	6	6	13	6	6	1	0	0
perle_d_angers_F12	-18.9574350307	-21.4356985309	8.9542744087	-32.2082233961	3.8942787729	perle_d_angers_F12	1879	[1870-1879]	B	6	4	4	0.991	92.721	0	0.078	perle_d_angers	perle_d_angers_F12	5	27	6	5	27	6	5	5	5
persian_yellow_A1	41.1719844956	-34.4237601373	-32.1968443061	12.5983676548	5.4341681457	persian_yellow_A1	1837	botanical	Sp	13	4	2	0.948	93.774	1	0.147	persian_yellow	persian_yellow_A1	NA	NA	NA	5	16	1	5	4	4
petite_ecossaise_F5	52.5179315326	-46.9787887222	-43.4233817531	8.7395233402	4.4974075132	petite_ecossaise_F5	1826	[1820-1829]	Hspn	13	4	2	0.96	96.108	1	0.104	petite_ecossaise	petite_ecossaise_F5	13	6	3	13	6	3	1	0	0
petite_lisette_E4	35.0177141142	5.8831174745	4.8239634312	6.9308874582	-18.5046667131	petite_lisette_2_E4	1817	[1810-1819]	A	14	4	4	0.985	96.474	0	0.034	petite_lisette	petite_lisette_E4	5	44	10	5	44	10	4	3	2
pink_roamer_A4	-45.9636599146	47.2001875913	-41.2146848427	-3.5956104884	16.8205988003	pink_roamer_A4	1890	[1890-1899]	Hwich	9	2	2	0.971	95.843	0	0.074	pink_roamer	pink_roamer_A4	10	2	6	10	2	6	0	0	0
pompon_blanc_parfait_G6	7.2979467617	-8.9187736441	-16.2084651595	1.3981686076	-22.0144463002	pompon_blanc_parfait_G6	1876	[1870-1879]	A	6	4	4	0.984	94.14	0	0.071	pompon_blanc_parfait	pompon_blanc_parfait_G6	2	23	1	2	23	1	4	3	4
prince_frederic_D11	2.010640553	19.3642612909	5.4646650782	-3.1559466553	4.0917903559	prince_frederic_D11	1840	[1840-1849]	Hgal	3	4	3	0.985	91.585	0	0.108	prince_frederic	prince_frederic_D11	2	30	10	2	30	10	1	0	0
provence_pink_C2	35.0586965173	7.2011739294	6.1392281775	2.7424292259	-16.3841156617	provence_pink_C2	1450	<1800	C	2	4	4	0.979	96.411	0	0.04	provence_pink	provence_pink_C2	4	21	10	4	21	10	4	3	2
provins_renoncule_F8	39.5561617752	9.4182046457	3.2359219812	6.850262005	5.4783094083	provins_renoncule_F8	1810	imprecise	Hgal	2	4	2	0.974	95.395	0	0.066	provins_renoncule	provins_renoncule_F8	6	21	3	6	21	3	0	1	2
pucelle_de_lille_H8	43.5572785369	22.6654590644	20.4649819751	3.842521019	9.7281016202	pucelle_de_lille_H8	1828	[1820-1829]	Hgal	2	4	2	0.972	97.799	0	0.031	pucelle_de_lille	pucelle_de_lille_H8	8	45	3	8	45	3	0	1	1
quatre_saisons_blanc_mousseux_F3	34.9506220667	-11.1537350427	-6.8522612973	3.2833705218	-32.5064059728	quatre_saisons_blanc_mousseux_2_F3	1830	[1830-1839]	M	3	4	4	0.985	96.783	0	0.037	quatre_saisons_blanc_mousseux	quatre_saisons_blanc_mousseux_F3	6	28	3	6	28	3	4	3	1
reine_des_centfeuilles_C3	33.3304833485	9.9176901268	9.972184965	4.5286851376	-20.4239237845	reine_des_centfeuilles_C3	1824	[1820-1829]	C	2	4	4	0.981	96.512	0	0.033	reine_des_centfeuilles	reine_des_centfeuilles_C3	6	19	6	6	19	6	0	0	0
rene_andre_H11	-48.120670792	8.7600308473	-6.7465908334	36.054847666	17.5530186584	rene_andre_H11	1901	[1900-1909]	Hwich	9	2	2	0.985	96.701	0	0.055	rene_andre	rene_andre_H11	5	49	1	5	49	1	0	0	1
robert_le_diable_F12	43.9587522989	20.4193529959	19.0346947786	3.6779716427	10.0210544912	robert_le_diable_F12	1837	[1830-1839]	Hgal	2	4	2	0.973	97.616	0	0.04	robert_le_diable	robert_le_diable_F12	5	23	6	5	23	6	0	0	0
robusta_bourbon_C11	-54.6874558117	-25.6703605081	0.0412928671	-34.8512788925	-6.6533368105	robusta_bourbon_C11	1877	[1870-1879]	B	7	4	4	0.988	91.623	0	0.078	robusta_bourbon	robusta_bourbon_C11	2	42	10	2	42	10	2	3	3
roi_des_pourpres_E11	37.3614429709	-18.7205203353	-20.555613736	13.1601159809	-19.035564193	roi_des_pourpres_E11	1819	[1810-1819]	Hgal	4	4	4	0.976	95.54	0	0.068	roi_des_pourpres	roi_des_pourpres_E11	8	50	3	8	50	3	1	0	0
rosa_albertii_G7	53.5388341093	-47.5212515131	-44.079830885	7.0701053216	4.8735830638	rosa_albertii_G7	1877	botanical	Sp	12	4	2	0.951	95.313	1	0.125	rosa_albertii	rosa_albertii_G7	4	62	1	4	62	1	0	0	0
rosa_arvensis_D8	11.2604655792	40.2481021746	13.7592355884	14.2707332328	0.6074468566	rosa_arvensis_D8	1750	botanical	Sp	10	2	2	0.949	94.758	1	0.119	rosa_arvensis	rosa_arvensis_D8	7	37	3	7	37	3	0	0	0
rosa_californica_E8	-5.9940709006	0.0081558696	-54.0002551649	-10.051426392	8.7159871825	rosa_californica_E8	1878	botanical	Sp	10	2	2	0.977	95.83	0	0.071	rosa_californica	rosa_californica_E8	4	59	1	4	59	1	0	1	1
rosa_calocarpa_H10	51.5225874624	-50.1635928782	-47.6107225249	5.1384356171	5.6039519972	rosa_calocarpa_H10	1891	botanical	Hrg	12	2	2	0.94	91.579	1	0.168	rosa_calocarpa	rosa_calocarpa_H10	11	20	3	11	20	3	1	0	0
rosa_centiflora_rosae_G2	13.1215585504	-5.9359272794	10.9049079264	-13.7868407315	-5.0080643605	rosa_centiflora_rosae_G2	1863	botanical	HP	4	4	4	0.992	93.635	0	0.061	rosa_centiflora_rosae	rosa_centiflora_rosae_G2	NA	NA	NA	8	39	3	4	5	4
rosa_chinensis_C8	-52.4477062368	51.590887322	-49.5656448438	-10.1885246438	15.6833060343	rosa_chinensis_C8	1759	botanical	Sp	10	2	2	0.956	96.329	1	0.079	rosa_chinensis	rosa_chinensis_C8	7	28	3	7	28	3	2	0	1
rosa_chinensis_mutabilis_G3	-53.8013687148	-18.8855521563	12.7866715046	10.7808553141	-10.1420927025	rosa_chinensis_mutabilis_G3	1894	[1890-1899]	NA	10	NA	2	0.979	96.114	0	0.055	rosa_chinensis_mutabilis	rosa_chinensis_mutabilis_G3	NA	NA	NA	NA	NA	NA	NA	NA	NA
rosa_corymbifera_G6	28.8207476551	7.5205107265	-7.6856420773	12.2350393545	0.5375991695	rosa_corymbifera_chene_G6	NA	unknown	NA	NA	NA	3	0.967	95.742	0	0.075	rosa_corymbifera	rosa_corymbifera_G6	NA	NA	NA	NA	NA	NA	NA	NA	NA
rosa_cuspidata_G5	-30.3880632882	-18.8547842514	11.4585281776	-40.7818401093	-0.6782883109	rosa_cuspidata_G5	1820	botanical	Sp	15	4	4	0.991	92.096	0	0.084	rosa_cuspidata	rosa_cuspidata_G5	7	29	10	7	29	10	3	0	0
rosa_damascena_bifera_yorklancaster_G8	34.58459674	-11.1050190614	-6.6242633737	3.3229712274	-32.4093677573	rosa_damascena_bifera_yorklancaster_chene_G8	NA	unknown	NA	NA	NA	4	0.979	96.587	0	0.045	rosa_damascena_bifera_yorklancaster	rosa_damascena_bifera_yorklancaster_G8	NA	NA	NA	NA	NA	NA	NA	NA	NA
rosa_dupontii_A12	16.5923086982	14.1338592948	7.5939290024	14.8480043408	-38.2794871902	rosa_dupontii_2_A12	1817	[1810-1819]	Misc_OGR	4	4	4	0.98	95.439	0	0.059	rosa_dupontii	rosa_dupontii_A12	8	2	3	8	2	3	3	0	3
rosa_ferruginea_C11	54.4052039897	-50.8585424923	-46.9350004651	5.5333367407	4.4256114812	rosa_ferruginea_C11	1814	botanical	Sp	12	2	2	0.937	95.01	1	0.124	rosa_ferruginea	rosa_ferruginea_C11	13	32	3	13	32	3	2	0	0
rosa_fortiniana_de_banks_F3	31.3038310057	-24.4092990553	-22.0202847129	13.7279642332	4.7264053064	rosa_fortiniana_de_banks_F3	1840	[1840-1849]	NA	12	2	2	0.937	91.276	1	0.166	rosa_fortiniana_de_banks	rosa_fortiniana_de_banks_F3	9	20	6	9	20	6	1	0	0
rosa_gallica_C4	48.6579085057	-41.3481440784	-38.4429809736	10.3754706389	4.8475571982	rosa_gallica_C4	1500	botanical	NA	2	NA	2	0.945	95.597	1	0.112	rosa_gallica	rosa_gallica_C4	6	20	10	NA	NA	NA	NA	NA	NA
rosa_holikensis_G10	50.4104197991	-45.2868970453	-42.2491041293	8.489194324	4.905000747	rosa_holikensis_G10	1884	[1880-1889]	Hspn	12	4	2	0.953	94.909	1	0.131	rosa_holikensis	rosa_holikensis_G10	11	15	3	11	15	3	2	0	0
rosa_iwara_A10	7.2201339117	2.2063885373	-52.1804531844	2.0362721612	11.4232274812	rosa_iwara_A10	1831	[1830-1839]	Hmult	12	2	2	0.979	95.648	0	0.091	rosa_iwara	rosa_iwara_A10	10	29	3	10	29	3	1	0	0
rosa_majalis_H2	54.08795166	-51.8122373755	-48.0930492726	4.4774228829	4.6903332564	rosa_majalis_H2	NA	unknown	NA	NA	NA	2	0.946	94.007	1	0.144	rosa_majalis	rosa_majalis_H2	NA	NA	NA	NA	NA	NA	NA	NA	NA
rosa_majalis_plena_H11	53.6286216175	-53.0641221207	-49.2982827285	3.9312123187	5.1114743882	rosa_majalis_plena_H11	1583	botanical	Misc_OGR	12	2	2	0.939	92.039	1	0.15	rosa_majalis_plena	rosa_majalis_plena_H11	2	31	10	NA	NA	NA	NA	NA	NA
rosa_manetti_H4	-23.1506539078	-8.9866261898	-10.3097727412	-10.8202377702	-22.4200982754	rosa_manetti_H4	1835	[1830-1839]	N	6	NA	4	0.987	92.102	0	0.09	rosa_manetti	rosa_manetti_H4	11	13	3	11	13	3	5	4	4
rosa_maximowicziana_B9	-18.4752790594	38.6093297252	-21.9933955846	12.3748080157	2.8264142063	rosa_maximowicziana_B9	1880	botanical	Sp	10	2	2	0.951	95.484	1	0.1	rosa_maximowicziana	rosa_maximowicziana_B9	7	48	3	7	48	3	4	2	0
rosa_minutifolia_alba_H5	47.7436320379	-44.0242544392	-41.3600534059	7.3431948586	5.4663731551	rosa_minutifolia_alba_H5	1882	botanical	NA	12	NA	2	0.94	92.279	1	0.16	rosa_minutifolia_alba	rosa_minutifolia_alba_H5	NA	NA	NA	5	29	6	NA	0	0
rosa_multiflora_carnea_D5	-33.5690037622	32.5272554136	-25.6511711707	5.3538444314	-24.0236934411	rosa_multiflora_carnea_D5	1804	botanical	Sp	10	2	2	0.971	96.505	0	0.061	rosa_multiflora_carnea	rosa_multiflora_carnea_D5	NA	NA	NA	14	8	6	4	4	4
rosa_pendulina_oxyodon_H9	47.647009061	-42.874071916	-39.6946957401	8.229843417	4.7474105531	rosa_pendulina_oxyodon_H9	NA	unknown	Sp	NA	NA	2	0.953	93.578	1	0.14	rosa_pendulina_oxyodon	rosa_pendulina_oxyodon_H9	10	18	6	10	18	6	0	0	0
rosa_pendulina_pyrenaica_H7	52.0104375922	-45.9169033178	-43.0642362262	8.8608132597	5.3877674137	rosa_pendulina_pyrenaica_H7	1815	botanical	Sp	12	4	2	0.955	95.566	1	0.115	rosa_pendulina_pyrenaica	rosa_pendulina_pyrenaica_H7	4	56	1	4	56	1	0	0	0
rosa_pimpinellifolia_double_white_F6	47.8535609261	-40.6930066522	-37.9753460294	11.8049567304	5.5586839346	rosa_pimpinellifolia_double_white_F6	1815	[1810-1819]	Hspn	13	4	2	NA	NA	NA	0.118	rosa_pimpinellifolia_double_white	rosa_pimpinellifolia_double_white_F6	6	34	3	6	34	3	0	0	2
rosa_polliniana_A11	32.3351490356	22.958228988	13.9992995133	8.4516788397	4.434293333	rosa_polliniana_2_A11	1800	[1800-1809]	Misc_OGR	3	4	3	0.974	96.43	0	0.084	rosa_polliniana	rosa_polliniana_A11	7	47	3	7	47	3	1	0	0
rosa_rapini_E5	45.0968428826	-36.7803642203	-35.6799537734	13.0716434739	5.6912731101	rosa_rapini_E5	1859	botanical	Sp	13	4	3	0.965	95.477	0	0.107	rosa_rapini	rosa_rapini_E5	13	11	3	13	11	3	5	5	5
rosa_rubiginosa_gold_bush_H10	-27.0631553758	-6.263104179	-11.9052328877	3.966842026	0.8083988326	rosa_rubiginosa_gold_bush_H10	1954	>1910	NA	8	NA	4	0.991	90.633	0	0.111	rosa_rubiginosa_gold_bush	rosa_rubiginosa_gold_bush_H10	NA	NA	NA	NA	NA	NA	NA	NA	NA
rosa_rubus_B8	-18.9395267738	28.517233054	-15.9483277539	16.5338912986	-10.0072342076	rosa_rubus_B8	1888	botanical	Sp	10	2	3	0.959	95.9	1	0.08	rosa_rubus	rosa_rubus_B8	7	19	3	7	19	3	1	0	0
rosa_spectabilis_H12	-28.2477849262	27.0692707325	-0.9607152309	1.5470852351	-23.9682493782	rosa_spectabilis_H12	1833	[1830-1839]	Hsem	10	2	2	0.975	96.209	0	0.068	rosa_spectabilis	rosa_spectabilis_H12	6	15	10	6	15	10	4	3	3
rosa_subgallicodes_E3	8.3559829589	36.9503520969	10.1857270613	14.9954323063	-0.577716723	rosa_subgallicodes_E3	1900	botanical	Sp	10	2	2	0.939	93.528	1	0.138	rosa_subgallicodes	rosa_subgallicodes_E3	8	18	6	8	18	6	0	0	0
rosa_villosa_recondita_C5	19.355823643	27.5329124407	-0.602730283	2.0053688394	9.5622337482	rosa_villosa_recondita_2_C5	1771	<1800	Sp	3	4	4	0.976	94.499	0	0.056	rosa_villosa_recondita	rosa_villosa_recondita_C5	4	30	6	4	30	6	1	0	0
rosa_wichurana_C9	-30.7443152907	48.7061456295	-37.0561307809	10.6081383036	13.8858743579	rosa_wichurana_C9	1891	botanical	Sp	10	2	2	0.945	95.193	1	0.097	rosa_wichurana	rosa_wichurana_C9	7	49	3	7	49	3	0	0	0
rose_edouard_D7	-21.7153135164	-22.8267668598	-0.1608819625	-20.8366299563	-7.0967153923	rose_edouard_2_D7	1820	unknown	B	6	4	4	0.993	90.292	0	0.093	rose_edouard	rose_edouard_D7	3	23	10	3	23	10	5	4	2
ruby_queen_H3	-11.5599928029	-14.7272277109	11.0422213636	-32.4977224229	0.8087908396	ruby_queen_H3	1901	[1900-1909]	Hwich	8	2	4	NA	NA	NA	0.089	ruby_queen	ruby_queen_H3	8	10	6	8	10	6	1	0	0
safrano_H7	-23.9153089462	-31.9266158201	17.5182941573	-22.771349995	1.9432592349	safrano_H7	1839	[1830-1839]	NA	6	NA	4	0.995	91.535	0	0.097	safrano	safrano_H7	NA	NA	NA	1	40	1	0	0	0
salet_C10	0.675271402	-9.7175083443	8.9609615652	-19.3894673412	-1.0403373111	salet_C10	1854	[1850-1859]	M	5	4	4	0.989	92.033	0	0.072	salet	salet_C10	5	43	1	5	43	1	4	5	3
sidonie_F6	7.9042834273	11.9220087004	6.1017603183	-2.1827007405	-18.5012621265	sidonie_F6	1845	[1840-1849]	HP	4	4	4	0.987	94.108	0	0.057	sidonie	sidonie_F6	3	44	10	3	44	10	4	4	4
sir_joseph_paxton_C1	-44.449138793	-27.190864163	-1.7155771614	-35.3532887296	-1.8459845928	sir_joseph_paxton_C1	1851	[1850-1859]	B	6	4	4	NA	NA	NA	0.101	sir_joseph_paxton	sir_joseph_paxton_C1	3	14	8	3	14	8	3	1	0
south_orange_perfection_H2	-48.8629144887	49.3133684718	-43.2581149927	-1.7199315739	12.7130774951	south_orange_perfection_H2	1898	[1890-1899]	Hwich	9	2	2	0.972	97.035	0	0.057	south_orange_perfection	south_orange_perfection_H2	5	10	6	5	10	6	0	0	0
souvenir_de_brod_B12	-2.6642050936	1.6040376725	3.1472133793	-11.0408487458	-8.9608545856	souvenir_de_brod_2_B12	1886	[1880-1889]	Hset	5	4	4	0.99	92.197	0	0.069	souvenir_de_brod	souvenir_de_brod_B12	16	3	6	16	3	6	4	5	4
souvenir_de_la_reine_dangleterre_E7	-19.0162645262	-10.2403059097	9.8794638752	-27.2370058217	4.0363890637	souvenir_de_la_reine_dangleterre_E7	1855	[1850-1859]	NA	5	NA	4	0.994	91.503	0	0.078	souvenir_de_la_reine_dangleterre	souvenir_de_la_reine_dangleterre_E7	NA	NA	NA	NA	NA	NA	NA	NA	NA
souvenir_de_lucie_A3	-0.8834219941	-7.6979933566	13.0419163465	-17.3644292701	-3.2257059833	souvenir_de_lucie_A3	1893	[1890-1899]	N	5	4	4	0.99	92.847	0	0.063	souvenir_de_lucie	souvenir_de_lucie_A3	NA	NA	NA	6	1	6	4	4	4
souvenir_de_philemon_cochet_F9	52.5881438786	-51.857969703	-48.752896108	4.978041065	5.8830110493	souvenir_de_philemon_cochet_F9	1899	[1890-1899]	Hrg	12	2	2	0.932	91.56	1	0.162	souvenir_de_philemon_cochet	souvenir_de_philemon_cochet_F9	NA	NA	NA	10	67	3	1	0	0
stanwell_perpetual_D11	-1.8983601019	4.7971931582	5.7480160471	-16.1100614963	-1.6715059583	stanwell_perpetual_D11	1835	[1830-1839]	Hsp	12	4	4	0.989	92.897	0	0.064	stanwell_perpetual	stanwell_perpetual_D11	7	55	3	7	55	3	3	1	2
the_garland_D6	-34.9270158804	18.3297541733	-13.7060237663	11.0547851007	-67.1728437936	the_garland_D6	1835	[1830-1839]	Hspn	10	4	4	NA	NA	NA	0.063	the_garland	the_garland_D6	6	36	3	6	36	3	0	0	1
tom_wood_D1	-27.456250546	-16.5237379313	10.7627278702	-41.7171753464	-1.1446408545	tom_wood_2_D1	1896	[1890-1899]	HP	6	4	4	0.989	91.087	0	0.078	tom_wood	tom_wood_D1	5	43	10	5	43	10	3	4	4
toussaint_l_ouverture_H2	43.3303010256	19.9411660927	18.1558523243	3.0443267845	5.8678352283	toussaint_l_ouverture_H2	1849	[1840-1849]	B	2	4	2	0.972	97.269	0	0.042	toussaint_l_ouverture	toussaint_l_ouverture_H2	4	6	10	4	6	10	4	0	0
triomphe_de_l_exposition_A8	-2.7873462107	-7.1392357219	14.5287529225	-21.5051505974	-3.3968196141	triomphe_de_l_exposition_A8	1855	[1850-1859]	HP	5	4	4	0.991	92.651	0	0.069	triomphe_de_l_exposition	triomphe_de_l_exposition_A8	3	56	1	3	56	1	3	3	1
tuscany_superb_C10	44.9665625012	18.596976415	18.1756363182	3.2313129197	9.7229570542	tuscany_superb_C10	1837	[1830-1839]	Hgal	2	4	2	0.969	97.616	0	0.028	tuscany_superb	tuscany_superb_C10	9	9	3	9	9	3	0	0	0
una_G12	-22.4565055517	-0.2808157345	19.7893073525	22.8968412298	3.8463394552	una_G12	1898	[1890-1899]	S	6	4	4	0.987	92.487	0	0.076	una	una_G12	4	36	10	4	36	10	3	5	1
victor_verdier_H6	-3.772580731	-11.419242182	22.5632097244	-25.6190212844	15.667450064	victor_verdier_chene_H6	1859	[1850-1859]	NA	5	NA	4	0.987	93.049	0	0.08	victor_verdier	victor_verdier_H6	NA	NA	NA	NA	NA	NA	NA	NA	NA
virago_C8	19.9270390025	-6.7512414873	11.6997084163	-13.6750200905	-0.2858291574	virago_C8	1887	[1880-1889]	Hset	5	4	4	0.987	94.007	0	0.056	virago	virago_C8	3	54	1	3	54	1	4	0	1
vivid_B5	-1.7446713564	-2.7230408452	8.6605814068	-18.4230600223	-5.1774149828	vivid_B5	1853	[1850-1859]	B	4	4	4	0.986	93.074	0	0.067	vivid	vivid_B5	12	6	6	12	6	6	1	0	0
william_lobb_D10	-2.765526577	8.3489085911	-3.9433540146	-17.6008381358	-8.5501739201	william_lobb_D10	1855	[1850-1859]	M	16	4	4	0.987	93.118	0	0.063	william_lobb	william_lobb_D10	9	8	3	9	8	3	1	3	3
wodan_F5	-20.5852877252	-1.7531573527	-11.751614312	-19.4815151485	1.0026562368	wodan_F5	1890	[1890-1899]	Hmult	5	4	4	0.989	91.579	0	0.08	wodan	wodan_F5	16	2	6	16	2	6	5	3	2
