Name	Name_simpl	year_obtained	CoderemonteeHarmonise3years	codenumremonteeHarmonise3years	codenumremonteeAvg3years	IDJeremyYear1	coderemonteeYear1	codenumremonteeYear1	IDJeremyYear2	coderemonteeYear2	codenumremonteeYear2	IDJeremyYear3	coderemonteeYear3	codenumremonteeYear3	Nb_Clust_A3	Lmax_P_A3	Rat_P_A3	Min_M_A3	DifMax_M_A3	Min_V_A3	Area_Peak_Inflo_A3	Reb_Mag_A3	Max_Peak_A3	Max_Reb_A3	First_Reb_A3	Rat_Peak_A3	First_Flo_A3	Cont_Flo_A3	PCo1	PCo2	PCo3	PCo4	PCo5	ID	Axis1	Axis2	Axis3	Axis4	Axis5	ID	date_mathilde	period_corjune2017_mathilde	classification_horti	genetic_group	ploidy_exp	ploidy_obs	DPQ	QCCR	DQCinf0965	missingness	ID_2ndfile	ID2	row_flower	position_flower	plot_flower	row_TN	position_TN	plot_TN	TN2014	TN2015	TN2016	row_flower	position_flower	plot_flower	row_TN	position_TN	plot_TN	mean_petals	Name2	Axis1_pruned	Axis2_pruned	Axis3_pruned	Axis4_pruned	Axis5_pruned
corporal_johann_nagy_D10	corporal_johann_nagy	1890	NR	1	1	NR41	NR	1	NR57	NR	1	NR59	NR	1	1	0	0	9.103809604	29	0.850894524	18.56432387	0	24.54369261	0	30	0	7	0	33.51144545	47.12848731	-22.25913585	-56.41449505	15.96692717	corporal_johann_nagy_D10	8.510445332	13.21930085	-7.015629226	-14.64714504	4.84463811	corporal_johann_nagy_D10	1890	[1890-1899]	Hset	4	4	4	0.989	93.219	0	0.064	corporal_johann_nagy	corporal_johann_nagy_D10	5	44	1	5	44	1	0	0	0	5	44	1	5	44	1	101.4	corporal_johann_nagy_D10	2.2708075425	5.0185352926	-4.3973137567	4.1869008266	-1.5534441851
cramoisi_eblouissant_B6	cramoisi_eblouissant	1829	NR	1	1	NR201	NR	1	NR278	NR	1	NR286	NR	1	1	0	0	9.252584748	29	0.816975742	14.72621556	0	30.54326191	0	30	0	8	0	143.4372729	80.04958344	67.66108251	11.34188716	29.60371286	cramoisi_eblouissant_B6	42.2379228	21.58078995	17.96379474	4.418806113	8.42587483	cramoisi_eblouissant_B6	1829	unknown	Ch	2	4	2	0.969	97.225	0	0.035	cramoisi_eblouissant	cramoisi_eblouissant_B6	7	54	10	7	54	10	1	0	0	7	54	10	7	54	10	20.6	cramoisi_eblouissant_B6	14.1444619636	10.2809505596	6.0347200258	-1.1596349762	-3.3633468814
cramoisi_superieur_B7	cramoisi_superieur	1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-234.5598778	-6.030532698	-12.27828338	-16.91877662	39.35017849	cramoisi_superieur_B7	-60.4263229	-3.3650412	-1.690208478	-8.855273086	7.385765048	cramoisi_superieur_chene_B7	1832	[1830-1839]	NA	9	NA	3	0.978	90.267	0	0.112	cramoisi_superieur	cramoisi_superieur_B7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cramoisi_superieur_B7	-20.2908939618	-2.9552010637	-0.2471209536	5.4095417925	-3.8450577169
creme_H3	creme	1894	NR	1	1	NR132	NR	1	NR189	NR	1	NR188	NR	1	2	-0.013477931	0.013569168	10.28657234	2.790643934	0.608411391	47.49884301	0	162.7897979	0	30	0	8	0	-34.19196352	103.4083019	-0.632975669	67.51731572	-136.2844795	creme_H3	-12.38330859	27.98263293	3.879428549	16.80304877	-39.19241941	creme_H3	1894	[1890-1899]	S	10	2	2	0.974	96.846	0	0.058	creme	creme_H3	9	4	6	9	4	6	0	0	0	9	4	6	9	4	6	22.6	creme_H3	-6.5163915963	10.3251374787	3.8627297385	-8.4396781181	16.1390690489
crimsom_rambler_B8	crimsom_rambler	1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-189.6426621	162.6410869	-171.3454542	-53.6488993	43.66874085	crimsom_rambler_B8	-56.1736136	46.79945012	-45.08629406	-12.32508332	11.66830458	crimsom_rambler_B8	1893	[1890-1899]	NA	10	NA	2	0.964	95.919	1	0.088	crimsom_rambler	crimsom_rambler_B8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	crimsom_rambler_B8	-22.059321464	14.7083046796	-19.4715376118	2.3975128942	-4.2487115653
crimson_globe_B3	crimson_globe	1839	NR	1	1	NR127	NR	1	NR179	NR	1	NR176	NR	1	2	-0.005012542	0.005025126	6.630059652	23.03242117	0.257792618	4.934304868	0.005154639	4.448544285	0.076699039	30	0.017241379	3	0	39.20578818	0.367278349	32.5575225	-39.38462083	7.415705118	crimson_globe_B3	11.07398752	0.118070468	7.68482867	-11.90308253	2.441500997	crimson_globe_B3	1839	[1890-1899]	M	4	4	4	NA	NA	NA	0.061	crimson_globe	crimson_globe_B3	6	4	6	6	4	6	5	4	4	6	4	6	6	4	6	98.4	crimson_globe_B3	4.9541061687	1.7485936767	2.3328572698	4.3892951324	-1.2711531542
dawson_H1	dawson	1888	NR	1	1	NR20	NR	1	NR28	NR	1	NR26	NR	1	1	0	0	5.083928108	29	1.89470052	11.06198088	0	25.56125389	0	30	0	1	0	-212.2285951	125.2652491	-146.5194713	-69.40393997	46.75548124	dawson_H1	-61.17636829	36.29542442	-38.69127532	-17.18784625	12.45280299	dawson_H1	1888	[1880-1889]	Hmult	10	2	2	0.974	96.297	0	0.073	dawson	dawson_H1	3	42	1	3	42	1	5	1	4	3	42	1	3	42	1	14	dawson_H1	-23.3621646062	10.6105254092	-16.3055053768	4.9156315575	-4.8072962647
delille_B12	delille	1852	NA	NA	2	RF36	RF	3	NR218	NR	1	R83	R	2	3	-0.811773642	1.251898509	11.41273803	3.587418897	0.082104829	4.500340546	0.2	6.75051082	3.37525541	15	0.5	11	0	35.32378205	10.26597991	35.04353249	-6.973464124	-44.11799824	delille_B12	11.13391855	2.146127278	8.814851727	-3.436691077	-12.08777755	delille_B12	1852	uncertain	M	5	4	4	0.986	94.575	0	0.052	delille	delille_B12	2	31	8	2	31	8	2	3	NA	2	31	8	2	31	8	44	delille_B12	4.1021275672	1.1478183794	2.4738845366	0.7419925422	5.6405530715
desprez_a_fleur_jaune_B10	desprez_a_fleur_jaune	1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-182.5912705	-35.91658919	18.01104554	95.2732681	-99.25525959	desprez_a_fleur_jaune_B10	-53.18944959	-14.73028951	9.61308295	23.58437057	-27.62092339	desprez_a_fleur_jaune_B10	1835	[1830-1839]	NA	9	NA	2	0.979	96.304	0	0.064	desprez_a_fleur_jaune	desprez_a_fleur_jaune_B10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	desprez_a_fleur_jaune_B10	-18.2623559939	-9.4977601702	6.6172305524	-7.7559114804	10.3061621086
deuil_de_paul_fontaine_B11	deuil_de_paul_fontaine	1873	RF	3	3	NA	NA	NA	RF70	RF	3	RF95	RF	3	4	-1.072709468	1.923289338	7.504078392	7.496818246	0.079970758	1.420078088	0.777777778	2.130117132	4.260234263	10	2	7	0	18.18259205	7.14327095	48.61139404	-40.5699511	0.169478179	deuil_de_paul_fontaine_B11	6.850833812	2.631859216	11.53115405	-11.50320635	0.35399783	deuil_de_paul_fontaine_B11	1873	[1870-1879]	M	4	4	4	0.988	93.301	0	0.071	deuil_de_paul_fontaine	deuil_de_paul_fontaine_B11	NA	NA	NA	5	12	10	5	4	4	NA	NA	NA	5	12	10	NA	deuil_de_paul_fontaine_B11	2.2648804171	1.946945094	3.2396093736	4.5990774428	0.2574028112
dona_sol_A1	dona_sol	1842	NR	1	1	NR169	NR	1	NR241	NR	1	NR251	NR	1	1	0	0	9.501075711	29	1.288173588	26.00889644	0	35.66934368	0	30	0	7	0	143.2999309	82.06290795	75.49885638	11.17663168	19.70693792	dona_sol_A1	42.56023998	21.83486022	19.78945112	4.402601497	5.491178383	dona_sol_A1	1842	[1840-1849]	Hgal	2	4	2	0.976	97.66	0	0.026	dona_sol	dona_sol_A1	3	49	10	3	49	10	0	1	0	3	49	10	3	49	10	54.2	dona_sol_A1	14.3280514098	10.0808067946	6.5737579646	-1.2615407077	-2.3148437603
duc_d_anjou_B12	duc_d_anjou	1862	NR	1	1	NR5	NR	1	NR7	NR	1	NR39	NR	1	1	0	0	8.493680845	29	1.908939304	7.899893219	0	10.33062959	0	30	0	5	0	148.9254874	71.71459386	65.293086	9.896334364	34.49136874	duc_d_anjou_B12	41.76158172	18.35106728	16.29416411	3.844310243	9.397576092	duc_d_anjou_B12	1862	[1860-1869]	HP	2	4	2	0.978	96.417	0	0.065	duc_d_anjou	duc_d_anjou_B12	NA	NA	NA	1	29	1	0	0	0	NA	NA	NA	1	29	1	NA	duc_d_anjou_B12	13.7611398984	8.8894933752	5.2942138039	-1.2368484907	-3.7277538015
duc_de_cambridge_B6	duc_de_cambridge	1840	NR	1	1	NR18	NR	1	NR23	NR	1	NR183	NR	1	2	-0.002002003	0.002004008	7.642528914	22.11688645	0.176994765	11.39771947	0.002217295	9.498099555	0.075984796	30	0.008	5	0	35.73675421	13.15933676	3.622305498	-56.17585044	-16.32762971	duc_de_cambridge_B6	10.3531465	3.392825447	0.260177488	-15.93293187	-4.048235428	duc_de_cambridge_B6	1840	imprecise	D	4	4	4	0.989	93.219	0	0.058	duc_de_cambridge	duc_de_cambridge_B6	2	21	1	2	21	1	4	2	0	2	21	1	2	21	1	209.6	duc_de_cambridge_B6	4.6585819293	2.5155116466	-0.3533676286	4.9562216939	1.1863045198
duchesse_de_montebello_H7	duchesse_de_montebello	1824	NR	1	1	NR84	NR	1	NR108	NR	1	NR100	NR	1	1	0	0	7.815866768	29	0.771923325	16.48649206	0	21.06607319	0	30	0	6	0	144.341745	81.36257682	74.20063879	9.407595331	32.30102745	duchesse_de_montebello_H7	42.72779366	21.78543946	19.35750658	4.164473229	9.357705433	duchesse_de_montebello_H7	1824	[1820-1829]	Hgal	2	4	2	0.966	97.527	0	0.031	duchesse_de_montebello	duchesse_de_montebello_H7	8	4	3	8	4	3	1	1	0	8	4	3	8	4	3	110.6	duchesse_de_montebello_H7	13.9581756981	10.450655614	6.2484460488	-1.683609443	-3.8646384993
duchesse_de_portland_C2	duchesse_de_portland	1799	NR	1	1	NR43	NR	1	NR60	NR	1	NR61	NR	1	1	0	0	7.759602256	29	1.202210805	1.746416519	0	1.849146903	0	30	0	6	0	144.4936583	18.7784379	29.21692171	-1.874099926	-33.08820074	duchesse_de_portland_C2	41.40623025	5.761187802	7.429394474	0.444897153	-9.24736416	duchesse_de_portland_chene_C2	1799	<1800	P	2	4	4	0.977	96.493	0	0.042	duchesse_de_portland	duchesse_de_portland_C2	NA	NA	NA	6	53	3	0	0	0	NA	NA	NA	6	53	3	NA	duchesse_de_portland_C2	14.3150726173	3.2196060354	2.5882698742	-0.6981175512	4.0423099393
duchesse_de_verneuil_A7	duchesse_de_verneuil	1859	NR	1	1	NR16	NR	1	NR21	NR	1	NR15	NR	1	1	0	0	9.18037194	29	1.181072003	22.33499684	0	26.93337855	0	30	0	7	0	152.631646	56.26948527	61.47515673	2.116834694	16.27971813	duchesse_de_verneuil_A7	44.4638543	15.16297498	15.55563187	2.06506035	4.673937301	duchesse_de_verneuil_A7	1859	[1850-1859]	M	2	4	2	0.97	97.414	0	0.033	duchesse_de_verneuil	duchesse_de_verneuil_A7	2	27	1	2	27	1	0	0	0	2	27	1	2	27	1	33.4	duchesse_de_verneuil_A7	14.763124889	7.3922370069	4.9889205778	-0.9386192391	-1.3637519552
duchesse_du_berry_C1	duchesse_du_berry	1825	NR	1	1	NR153	NR	1	NR220	NR	1	NR228	NR	1	1	0	0	11.59980738	29	0.322914328	5.868690056	0	10.5636421	0	30	0	11	0	149.7515664	76.63357166	74.00350729	7.967917765	32.87946085	duchesse_du_berry_C1	44.25680607	20.38697472	19.24040808	3.709977336	9.628016009	duchesse_du_berry_C1	1825	[1820-1829]	Hgal	2	4	2	0.975	97.729	0	0.036	duchesse_du_berry	duchesse_du_berry_C1	1	10	10	1	10	10	0	0	0	1	10	10	1	10	10	88	duchesse_du_berry_C1	14.7649221286	9.5847877637	6.1529273504	-1.3184460968	-3.8341115548
enfant_de_france_B10	enfant_de_france	1857	R	2	2.5	NA	NA	NA	R32	R	2	RF47	RF	3	2	-0.417973882	0.518881004	5.731152929	11.97795206	1.429783738	51.48625692	0.336747759	14.90914776	3.578195461	10	0.24	1	1	30.1967535	5.224052935	80.20225513	92.86258191	31.57734821	enfant_de_france_B10	7.645771508	-2.445848234	23.4298863	23.58166568	8.66962474	enfant_de_france_B10	1857	[1860-1869]	HP	9	4	3	0.986	93.112	0	0.09	enfant_de_france	enfant_de_france_B10	9	18	3	9	18	3	4	4	4	9	18	3	9	18	3	179	enfant_de_france_B10	2.8579773667	-1.3844599082	10.5872466649	-5.5533639784	-4.4580165238
ernest_morel_C3	ernest_morel	1898	RF	3	2.66	RF56	RF	3	R92	R	2	RF107	RF	3	2	-0.510825624	0.666666667	8.490365271	10.16135701	0.31928841	8.523796817	0.6	4.261898408	8.523796817	18	2	8	0	-90.22275987	-117.6097713	72.34954268	-113.3455754	12.65520488	ernest_morel_C3	-21.42808226	-30.40312433	16.03716802	-35.77532229	5.595831709	ernest_morel_C3	1898	[1890-1899]	HP	6	4	4	0.991	92.594	0	0.077	ernest_morel	ernest_morel_C3	7	55	10	7	55	10	3	3	1	7	55	10	7	55	10	68.2	ernest_morel_C3	-4.5923166408	-8.4293649826	3.8074494921	14.443792643	-1.6702069606
ernst_dorell_F11	ernst_dorell	1887	NR	1	1	NR26	NR	1	NR37	NR	1	NR35	NR	1	1	0	0	8.523684299	29	2.332974071	26.920988	0	26.31294761	0	30	0	2	0	-62.78260197	82.16095756	-45.35538558	-64.09866766	-28.31466479	ernst_dorell_F11	-17.87247649	21.381742	-11.11047494	-17.47823358	-7.9979223	ernst_dorell_2_F11	1887	[1880-1889]	Hmult	4	4	4	0.988	93.232	0	0.062	ernst_dorell	ernst_dorell_F11	4	54	1	4	54	1	0	0	0	4	54	1	4	54	1	99.4	ernst_dorell_F11	-7.1584117878	7.0488493689	-5.8170511003	5.2408658122	3.2688265436
etoile_de_lyon_G11	etoile_de_lyon	1881	R	2	2	NA	NA	NA	R8	R	2	R10	R	2	7	-1.322367831	2.752295669	7.93707347	13.11392592	0.046639432	25.43860408	0.189189189	5.087720817	1.695906939	17	0.333333333	8	0	-203.4675158	-146.360826	113.9790231	179.3525291	44.67653752	etoile_de_lyon_G11	-58.97456863	-46.43348102	35.53457391	49.34165693	12.63473246	etoile_de_lyon_G11	1881	[1880-1889]	T	9	2	2	0.977	96.493	0	0.059	etoile_de_lyon	etoile_de_lyon_G11	3	9	1	3	9	1	3	1	1	3	9	1	3	9	1	102	etoile_de_lyon_G11	-18.8405514319	-20.3807338875	18.5065094763	-13.1777658007	-8.036308835
eugene_furst_C12	eugene_furst	1875	RF	3	3	RF48	RF	3	RF72	RF	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-135.6887283	-138.7577132	65.41007157	-145.2229325	33.80535492	eugene_furst_C12	-32.79197561	-34.07999734	13.35691521	-43.95442839	11.83451647	eugene_furst_C12	1875	[1870-1879]	HP	6	4	4	0.989	92.468	0	0.093	eugene_furst	eugene_furst_C12	5	18	10	5	18	10	5	1	1	5	18	10	5	18	10	53	eugene_furst_C12	-7.3078035341	-9.4682945773	1.9241754403	16.3985822797	-3.0811461629
euphrosine_G10	euphrosine	1895	NR	1	1.33	NR45	NR	1	NR62	NR	1	R24	R	2	2	-0.27829262	0.320872655	5.792052955	4.200915884	1.369701034	7.8958387	0.229497775	20.06533267	6.247614945	9	0.311363636	3	0	-201.5502012	151.7333885	-166.6097886	-73.32092059	46.2282974	euphrosine_G10	-60.3592068	45.03018636	-45.38027667	-17.88080123	13.99942833	euphrosine_G10	1895	uncertain	Hmult	10	2	2	0.961	96.575	1	0.071	euphrosine	euphrosine_G10	6	43	3	6	43	3	1	1	0	6	43	3	6	43	3	10	euphrosine_G10	-22.9153604542	14.364912179	-20.2940741897	3.9188823646	-4.6761137073
fatinitza_A3	fatinitza	1886	NA	NA	2.33	NR37	NR	1	RF21	RF	3	NR54	NR	1	2	-0.012072581	0.012145749	6.328435927	22.51049606	0.79315887	11.62396004	0.016901408	20.4002164	0.333064757	28	0.016326531	4	0	-182.8709506	41.27492377	-56.30808273	67.82808025	59.89973214	fatinitza_A3	-53.27896337	10.75841716	-12.69821203	21.96213002	15.76123084	fatinitza_2_A3	1886	[1880-1889]	Hmult	9	2	2	0.983	96.14	0	0.058	fatinitza	fatinitza_A3	5	30	1	5	30	1	4	5	3	5	30	1	5	30	1	5	fatinitza_A3	-19.9055689362	0.6199079289	-4.4415601822	-8.3995470625	-6.171877295
francois_arago_C6	francois_arago	1858	RF	3	3	RF55	RF	3	RF79	RF	3	RF106	RF	3	4	-1.02235579	1.779735529	4.774290157	16.44350787	0.509822012	4.545146019	0.553571429	5.635981064	3.272505134	8	0.580645161	1	1	-131.001037	-125.9758325	62.6356776	-81.66550154	31.44962362	francois_arago_C6	-33.55093709	-32.49760114	15.11335887	-24.64898234	10.41412083	francois_arago_C6	1858	[1850-1859]	HP	6	4	4	0.993	92.039	0	0.085	francois_arago	francois_arago_C6	7	52	10	7	52	10	3	3	2	7	52	10	7	52	10	55.2	francois_arago_C6	-9.4907325241	-9.7486497732	3.9352812146	9.7587699848	-2.7071907725
francois_foucard_C7	francois_foucard	1900	R	2	2.33	R14	R	2	R14	R	2	RF21	RF	3	2	-0.202719519	0.224728907	8.546842671	9.574038194	2.241154783	12.15586991	0.207513417	30.45827448	2.990947674	12	0.098198198	3	1	-167.477563	45.6750527	-46.07160698	135.2799271	30.21399301	francois_foucard_C7	-52.26566332	10.44943248	-9.015377621	40.63480221	9.403310732	francois_foucard_C7	1900	[1900-1909]	Hwich	NA	NA	2	0.985	96.65	0	0.057	francois_foucard	francois_foucard_C7	4	34	1	4	34	1	0	0	0	4	34	1	4	34	1	88.8	francois_foucard_C7	-20.3190087672	-0.1110929437	-0.5914439379	-15.2049201427	-6.2084081504
fulgens_gallique_D1	fulgens_gallique	1828	NR	1	1	NA	NA	NA	NR215	NR	1	NR221	NR	1	1	0	0	6.624117557	29	2.282509875	23.89551928	0	25.939215	0	30	0	2	0	-42.7414312	-6.959081845	51.25841157	30.43627268	5.251381528	fulgens_gallique_D1	-10.48686549	-3.28580469	13.42507167	4.715936445	0.049176681	fulgens_gallique_D1	1828	[1820-1829]	Hgal	4	4	4	0.989	92.771	0	0.079	fulgens_gallique	fulgens_gallique_D1	1	18	8	1	18	8	4	3	2	1	18	8	1	18	8	62	fulgens_gallique_D1	-4.0346765739	-1.8635383294	5.11776335	-0.8531502256	0.2184521322
gaspard_monge_B8	gaspard_monge	1854	NR	1	1	NR23	NR	1	NR32	NR	1	NR30	NR	1	2	-0.483171456	0.621207846	6.891303493	2.600917445	1.343323729	11.70084621	0	7.772094929	0	30	0	3	0	3.818284363	20.70896753	12.26736437	-40.35864347	-29.23381397	gaspard_monge_B8	1.42525755	5.424185015	2.973707997	-12.11845137	-7.435294231	gaspard_monge_B8	1854	[1850-1859]	C	4	4	4	0.988	91.932	0	0.067	gaspard_monge	gaspard_monge_B8	3	55	1	3	55	1	2	1	0	3	55	1	3	55	1	113.6	gaspard_monge_B8	0.7258435016	2.916035356	1.2538594235	4.2296135156	2.7010359401
geant_des_batailles_C8	geant_des_batailles	1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-120.1364757	-77.24791094	55.40352297	-98.95398974	19.91319915	geant_des_batailles_C8	-29.11623431	-19.52222898	12.55682765	-30.45452678	5.608314369	geant_des_batailles_chene_C8	1846	[1840-1849]	NA	6	NA	4	0.991	91.787	0	0.084	geant_des_batailles	geant_des_batailles_C8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	geant_des_batailles_C8	-8.4169955014	-5.8041821762	2.4493032774	12.1771183998	-0.8820336546
general_jacqueminot_C9	general_jacqueminot	1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-92.7816724	-104.0111562	50.2488071	-128.4759213	4.643177482	general_jacqueminot_C9	-22.5176438	-25.8373894	10.66399349	-38.0719869	4.209358954	general_jacqueminot_chene_C9	1853	[1850-1859]	NA	6	NA	4	0.994	91.238	0	0.09	general_jacqueminot	general_jacqueminot_C9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	general_jacqueminot_C9	-5.0064080797	-6.7354738771	1.8667484911	14.2646111107	-1.0757064803
general_kleber_B7	general_kleber	1856	NR	1	1	NR15	NR	1	NR20	NR	1	NR14	NR	1	1	0	0	9.65671702	29	1.038059778	19.29730991	0	20.64677214	0	30	0	8	0	144.6086766	60.65818547	52.81379598	11.52834414	16.81035695	general_kleber_B7	42.03424849	16.28342313	13.53183695	4.611160892	4.288770643	general_kleber_B7	1856	[1850-1859]	M	2	4	2	0.972	97.578	0	0.035	general_kleber	general_kleber_B7	2	28	1	2	28	1	0	0	0	2	28	1	2	28	1	66.2	general_kleber_B7	14.0936694405	7.76466669	4.6311862135	-1.9482302986	-1.4684241818
geschwind_s_orden_D9	geschwind_s_orden	1886	NR	1	1	NR32	NR	1	NR48	NR	1	NR49	NR	1	1	0	0	8.838471576	29	1.965520917	14.83921138	0.005307856	51.8659736	0.158369385	15	0.003053435	5	0	33.84811283	-52.96734206	-48.77594931	-21.89081503	-52.07279606	geschwind_s_orden_D9	8.739538788	-14.01176429	-13.23226381	-7.109289549	-14.22428554	geschwind_s_orden_D9	1886	[1880-1889]	Hmult	4	4	4	0.987	93.421	0	0.068	geschwind_s_orden	geschwind_s_orden_D9	5	4	1	5	4	1	4	4	5	5	4	1	5	4	1	100.2	geschwind_s_orden_D9	4.0422694073	-6.4764912188	-5.1417488876	1.5786673172	5.7105699813
gilda_A6	gilda	1887	NR	1	1.33	NR2	NR	1	NR2	NR	1	R2	R	2	3	-0.776520454	1.173894922	7.34490814	5.21814237	0.585239837	8.580138047	0.093220339	6.374962381	1.262964245	12	0.198113208	5	0	-20.03500639	62.61217061	-37.43510907	-47.46088925	24.66949258	gilda_A6	-5.766314909	18.56837096	-9.473496646	-11.96600045	6.851076443	gilda_A6	1887	[1880-1889]	Hmult	4	2	4	0.989	93.427	0	0.057	gilda	gilda_A6	1	10	1	1	10	1	3	3	4	1	10	1	1	10	1	103.4	gilda_A6	-3.0872779892	7.9949591022	-5.2934243289	2.7777397974	-2.4496176543
gloire_de_dijon_C11	gloire_de_dijon	1850	R	2	2	NA	NA	NA	NA	NA	NA	R81	R	2	3	-0.420847844	0.523252489	9.219454015	10.66007738	0.058250907	1.585804837	0.282051282	2.208799594	0.849538305	12	0.384615385	6	0	-104.6557732	-65.12367752	65.58909159	67.65217886	12.87769683	gloire_de_dijon_C11	-28.83032263	-20.6064098	18.91376364	15.96282141	4.196445731	gloire_de_dijon_C11	1850	[1850-1859]	Heg	14	5	3	0.993	91.901	0	0.093	gloire_de_dijon	gloire_de_dijon_C11	NA	NA	NA	5	39	1	NA	2	2	NA	NA	NA	5	39	1	NA	gloire_de_dijon_C11	-9.6217410571	-9.5559890616	8.1232997679	-2.8048255483	-1.1051781453
gloire_de_ducher_C12	gloire_de_ducher	1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-135.5488531	-76.89754197	44.30370495	-106.1541808	7.733438587	gloire_de_ducher_C12	-33.36585574	-19.06705314	9.696378845	-32.02431617	3.038240933	gloire_de_ducher_chene_C12	1865	[1860-1869]	NA	5	NA	4	0.992	90.532	0	0.095	gloire_de_ducher	gloire_de_ducher_C12	NA	NA	NA	5	28	6	5	0	NA	NA	NA	NA	5	28	6	NA	gloire_de_ducher_C12	-8.7325149135	-4.9994681834	1.5203551754	12.4577917203	-0.5934538546
gloire_des_rosomanes_D1	gloire_des_rosomanes	1825	RF	3	3	RF16	RF	3	RF34	RF	3	RF44	RF	3	4	-0.716839106	1.047949617	5.842913033	23.01053358	0.831938986	7.473759253	0.788990826	2.599568436	3.249460545	10	1.25	4	0	-88.98761968	-52.30979791	-22.5417223	40.06564632	-63.36592416	gloire_des_rosomanes_D1	-25.02894658	-14.47976451	-4.76003506	6.326824306	-19.86540398	gloire_des_rosomanes_D1	1825	[1820-1829]	Ch	10	4	4	0.992	93.749	0	0.082	gloire_des_rosomanes	gloire_des_rosomanes_D1	NA	NA	NA	8	3	3	2	1	1	NA	NA	NA	8	3	3	NA	gloire_des_rosomanes_D1	-8.8790715119	-8.0953577744	0.3793345567	-2.0772304003	7.4554925916
himmelsauge_A12	himmelsauge	1893	NR	1	1	NR133	NR	1	NR190	NR	1	NR189	NR	1	1	0	0	6.922699365	29	1.559896039	23.97439772	0	24.89137036	0	30	0	2	0	-6.803593876	138.077276	-65.3212506	-24.99976188	42.59611588	himmelsauge_A12	-2.226250089	37.85000274	-16.13196331	-3.811023182	11.1633626	himmelsauge_A12	1893	[1890-1899]	Hset	3	4	4	NA	NA	NA	0.061	himmelsauge	himmelsauge_A12	9	7	6	9	7	6	0	0	0	9	7	6	9	7	6	105.8	himmelsauge_A12	-3.8850393091	13.659114718	-8.0728915857	-0.291105513	-3.9198351093
hippolyte.D7	hippolyte	1832	NR	1	1	NR12	NR	1	NR17	NR	1	NR12	NR	1	1	0	0	8.99669866	29	1.899373693	13.61645301	0	17.88601878	0	30	0	6	0	5.896730001	78.17488958	2.083093217	-24.2916782	28.91673066	hippolyte.D7	1.97110612	17.00168219	3.082257321	-7.996865706	6.212915402	hippolyte.D7	1832	[1830-1839]	Hgal	4	NA	3	NA	NA	NA	0.125	hippolyte	hippolyte.D7	2	42	1	2	42	1	0	0	0	2	42	1	2	42	1	105.3333333	hippolyte.D7	0.6120635477	6.7404795583	0.8746713431	3.1889816611	-2.8212154557
horace_vernet.E7	horace_vernet	1866	NR	1	1	NR6	NR	1	NR8	NR	1	NR4	NR	1	2	-0.255519203	0.291131806	6.777441998	2.481139412	0.791748207	10.2522635	0	18.50620445	0	30	0	5	0	129.4446836	21.04858961	26.23487147	4.900595868	-56.97190434	horace_vernet.E7	36.77542668	6.037091776	6.8230038	2.265476664	-16.12270304	horace_vernet.E7	1866	[1860-1869]	HP	2	4	4	NA	NA	NA	0.038	horace_vernet	horace_vernet.E7	1	41	1	1	41	1	0	0	0	1	41	1	1	41	1	111.2	horace_vernet.E7	11.9663957748	2.8442641171	2.7923106506	-1.8862565112	7.3398528511
