chr	startwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr02	20500001	20600000	13	0.75	0.7256944444445	0.8333333333335	0.8333333333335
Chr02	20600001	20700000	12	0.6875	0.6625	0.75	0.715277777777778
Chr02	20700001	20800000	10	0.5625	0.5375000000001	0.5625	0.642857142857143
Chr02	20800001	20900000	8	0.5416666666665	0.611111111111167	0.59375	0.625
Chr02	20900001	2.1e+07	9	0.916666666667	0.828125000000125	0.75	0.818452380952429
Chr02	21000001	21100000	5	0.5	0.6	0.78125	0.80729166666675
Chr02	21100001	21200000	9	0.7083333333335	0.69010416666675	0.75	0.735119047619143
Chr02	21200001	21300000	17	0.6875	0.6472222222222	0.75	0.789062500000063
Chr02	21300001	21400000	79	0.65625	0.693975225225257	0.875	0.861872146118753
Chr02	21400001	21500000	62	0.6875	0.711192810457569	0.75	0.833786231884109
Chr02	21500001	21600000	66	0.6875	0.702020202020197	0.75	0.812500000000031
Chr02	21600001	21700000	65	0.75	0.744212962963037	1	0.932663690476196
Chr02	21700001	21800000	45	0.625	0.649709302325581	0.75	0.759837962963028
Chr02	21800001	21900000	96	0.8125	0.795784883720953	0.75	0.768518518518667
Chr02	21900001	2.2e+07	27	0.8541666666665	0.834935897435923	1	0.912660256410269
Chr02	22000001	22100000	23	0.8125	0.783991228070158	1	0.888888888888867
Chr02	22100001	22200000	33	0.833333333333	0.822916666666625	1	0.970959595959576
Chr02	22200001	22300000	40	0.75	0.757882882882865	1	0.882142857142886
Chr02	22300001	22400000	9	0.625	0.675925925925889	1	0.909722222222222
Chr02	22400001	22500000	8	0.5	0.489583333333333	0.71875	0.732638888888833
Chr02	22500001	22600000	6	0.375	0.416666666666667	0.75	0.708333333333333
Chr02	22600001	22700000	19	0.833333333333	0.795454545454545	0.75	0.762820512820538
Chr02	22700001	22800000	25	0.375	0.406250000000045	0.5	0.451086956521739
Chr02	22800001	22900000	7	0.583333333333	0.523809523809429	0.666666666667	0.726190476190714
Chr02	22900001	2.3e+07	9	0.4375	0.450520833333375	0.78125	0.684895833333375
Chr02	23000001	23100000	21	0.5	0.478070175438542	0.75	0.758771929824579
Chr02	23100001	23200000	23	0.625	0.601715686274529	0.666666666667	0.689950980392294
Chr02	23200001	23300000	10	0.875	0.7875	0.8229166666665	0.85625
Chr02	23300001	23400000	21	0.583333333333	0.593749999999944	0.75	0.7687500000001
Chr02	23400001	23500000	39	0.583333333333	0.588768115942	1	0.972222222222222
Chr02	23500001	23600000	26	0.5	0.578804347826174	0.75	0.795454545454636
Chr02	23600001	23700000	19	0.5625	0.5546875	0.75	0.776388888888933
Chr02	23700001	23800000	4	NA	NA	NA	NA
Chr02	23800001	23900000	33	0.416666666667	0.470394736842158	0.75	0.711588541666688
Chr02	23900001	2.4e+07	20	0.5	0.508012820512846	0.75	0.755208333333315
Chr02	24000001	24100000	10	0.625	0.5666666666667	0.75	0.745370370370444
Chr02	24100001	24200000	24	0.53125	0.496527777777833	0.75	0.789772727272818
Chr02	24200001	24300000	24	0.5	0.4770833333334	0.6875	0.692028985507261
Chr02	24300001	24400000	25	0.5	0.49999999999995	0.6875	0.712862318840652
Chr02	24400001	24500000	29	0.583333333333	0.565705128205231	0.666666666667	0.738095238095286
Chr02	24500001	24600000	69	0.3125	0.333653846153815	0.75	0.773897058823529
Chr02	24600001	24700000	83	0.583333333333	0.552489177489351	0.666666666667	0.583333333333364
Chr02	24700001	24800000	17	0.583333333333	0.7166666666666	0.5833333333335	0.5833333333335
Chr02	24800001	24900000	43	0.46875	0.459375	0.75	0.774122807017579
Chr02	24900001	2.5e+07	28	0.4375	0.455882352941176	0.75	0.737689393939455
Chr02	25000001	25100000	45	0.375	0.400520833333383	0.75	0.83570075757575
Chr02	25100001	25200000	12	0.625	0.6020833333333	0.875	0.8145833333333
Chr02	25200001	25300000	89	0.4375	0.435416666666714	0.75	0.81404320987663
Chr02	25300001	25400000	13	0.4375	0.431818181818273	0.5520833333335	0.583333333333375
Chr02	25400001	25500000	17	0.25	0.324404761904786	0.6875	0.720052083333375
Chr02	25500001	25600000	39	0.75	0.679166666666686	0.875	0.841779279279324
Chr02	25600001	25700000	16	0.5	0.450320512820462	0.875	0.815705128205154
Chr02	25700001	25800000	15	0.5	0.481944444444533	0.6875	0.631944444444467
Chr02	25800001	25900000	14	0.666666666667	0.637820512820538	0.75	0.758928571428643
Chr02	25900001	2.6e+07	14	0.416666666667	0.388888888889	0.666666666667	0.656250000000125
Chr02	26000001	26100000	6	0.9375	0.775	1	1
Chr02	26100001	26200000	13	0.666666666667	0.6875	1	0.8194444444445
Chr02	26200001	26300000	73	0.5	0.511792452830208	1	0.883873456790185
Chr02	26300001	26400000	47	0.4375	0.491361788617878	0.666666666667	0.68333333333365
Chr02	26400001	26500000	17	0.416666666667	0.430059523809571	0.666666666667	0.655092592592667
Chr02	26500001	26600000	4	NA	NA	NA	NA
Chr02	26600001	26700000	35	0.5	0.563368055555542	1	0.871093750000031
Chr02	26700001	26800000	9	0.416666666667	0.405092592592667	0.8333333333335	0.8333333333335
Chr02	26800001	26900000	45	0.416666666667	0.444078947368368	1	0.969907407407417
Chr02	26900001	2.7e+07	6	0.3125	0.36458333333325	0.75	0.7833333333334
Chr02	27000001	27100000	12	0.53125	0.481770833333375	0.75	0.701388888888917
Chr02	27100001	27200000	18	0.5625	0.5645833333333	0.6875	0.710784313725471
Chr02	27200001	27300000	12	0.583333333333	0.49999999999993	1	0.890151515151545
Chr02	27300001	27400000	52	0.5625	0.556372549019559	0.75	0.83940972222225
Chr02	27400001	27500000	4	NA	NA	NA	NA
Chr02	27500001	27600000	23	0.5	0.460937500000125	1	0.877450980392118
Chr02	27600001	27700000	54	0.416666666667	0.455230496453915	0.75	0.764030612244918
Chr02	27700001	27800000	16	0.5	0.517857142857143	0.9375	0.883333333333333
Chr02	27800001	27900000	12	0.5625	0.5	0.75	0.822916666666667
Chr02	27900001	2.8e+07	4	NA	NA	NA	NA
Chr02	28000001	28100000	32	0.5	0.448611111111087	1	0.862654320987667
Chr02	28100001	28200000	35	0.416666666667	0.444220430107526	0.75	0.769607843137294
Chr02	28200001	28300000	29	0.40625	0.399305555555542	0.8125	0.829613095238107
Chr02	28300001	28400000	21	0.583333333333	0.534722222222333	1	0.84895833333335
Chr02	28400001	28500000	9	0.5	0.481770833333375	0.8125	0.851851851851889
Chr02	28500001	28600000	41	0.3229166666665	0.36328125	0.75	0.821691176470588
Chr02	28600001	28700000	0	NA	NA	NA	NA
Chr02	28700001	28800000	16	0.583333333333	0.597222222222222	0.75	0.851851851851889
Chr02	28800001	28900000	24	0.666666666667	0.586309523809619	1	0.910037878787864
Chr02	28900001	2.9e+07	15	0.4375	0.433712121212182	0.75	0.776388888888867
Chr02	29000001	29100000	40	0.4375	0.467803030303	0.833333333333	0.816919191919212
Chr02	29100001	29200000	5	0.416666666667	0.4375	1	0.9375
Chr02	29200001	29300000	35	0.46875	0.442708333333286	0.8125	0.849702380952429
Chr02	29300001	29400000	49	0.375	0.453947368421105	0.7916666666665	0.793619791666625
Chr02	29400001	29500000	4	NA	NA	NA	NA
Chr02	29500001	29600000	16	0.4375	0.429924242424209	0.916666666667	0.886718750000063
Chr02	29600001	29700000	34	0.416666666667	0.429166666666733	0.75	0.751225490196088
Chr02	29700001	29800000	17	0.583333333333	0.536858974359	0.8125	0.814950980392177
Chr02	29800001	29900000	11	0.875	0.8166666666668	0.96875	0.942708333333375
Chr02	29900001	3e+07	6	0.59375	0.572916666666667	1	0.895833333333333
Chr02	30000001	30100000	4	NA	NA	NA	NA
Chr02	30100001	30200000	18	0.75	0.763888888889	0.7916666666665	0.861111111111111
Chr02	30200001	30300000	24	0.25	0.321875	0.625	0.61875000000005
Chr02	30300001	30400000	7	0.2395833333335	0.38541666666675	1	0.764880952381
Chr02	30400001	30500000	13	0.416666666667	0.4562500000001	0.6875	0.701388888888833
Chr02	30500001	30600000	4	NA	NA	NA	NA
Chr02	30600001	30700000	31	0.416666666667	0.382902298850621	0.916666666667	0.740660919540241
Chr02	30700001	30800000	32	0.3125	0.380555555555567	0.75	0.774865591397871
Chr02	30800001	30900000	72	0.5	0.507659313725563	1	0.8592261904762
Chr02	30900001	3.1e+07	33	0.333333333333	0.436631944444375	0.75	0.786962365591452
Chr02	31000001	31100000	156	0.333333333333	0.326149425287371	0.75	0.796741452991468
Chr02	31100001	31200000	8	0.3229166666665	0.322916666666625	0.6770833333335	0.638020833333375
Chr02	31200001	31300000	177	0.4375	0.467350746268627	0.75	0.736555232558116
Chr02	31300001	31400000	219	0.5	0.4879032258065	1	0.979292168674705
Chr02	31400001	31500000	11	0.5833333333335	0.5625	0.625	0.725378787878727
Chr02	31500001	31600000	3	NA	NA	NA	NA
Chr02	31600001	31700000	9	0.625	0.58333333333325	1	0.90885416666675
Chr02	31700001	31800000	74	0.583333333333	0.612296747967471	1	0.899529569892516
Chr02	31800001	31900000	68	0.5	0.44627192982455	1	0.85557909604522
Chr02	31900001	3.2e+07	46	0.25	0.29990310077517	0.6875	0.657155797101457
Chr02	32000001	32100000	86	0.25	0.292222222222217	0.6875	0.716616465863446
Chr02	32100001	32200000	20	0.3125	0.301470588235353	0.6875	0.721875
Chr02	32200001	32300000	13	0.4375	0.479166666666545	1	0.905303030303091
Chr02	32300001	32400000	14	0.7083333333335	0.7	0.75	0.824074074074111
Chr02	32400001	32500000	45	0.416666666667	0.394886363636364	0.666666666667	0.64500000000012
Chr02	32500001	32600000	29	0.3125	0.336050724637739	0.625	0.644345238095214
Chr02	32600001	32700000	33	0.4270833333335	0.42485119047625	0.75	0.761718750000031
Chr02	32700001	32800000	5	0.6041666666665	0.609375	0.75	0.7833333333334
Chr02	32800001	32900000	25	0.5	0.544270833333375	0.666666666667	0.723611111111133
Chr02	32900001	3.3e+07	11	0.583333333333	0.580357142857143	0.916666666667	0.8333333333335
Chr02	33000001	33100000	24	0.416666666667	0.445652173913087	0.6770833333335	0.736979166666708
Chr02	33100001	33200000	10	0.5	0.461309523809429	0.75	0.8020833333334
Chr02	33200001	33300000	19	0.375	0.36111111111125	0.75	0.768229166666688
Chr02	33300001	33400000	36	0.375	0.423007246376796	0.666666666667	0.756076388889
Chr02	33400001	33500000	90	0.375	0.359649122807051	0.583333333333	0.601562500000014
Chr02	33500001	33600000	33	0.375	0.37885802469137	0.75	0.790994623655936
Chr02	33600001	33700000	20	0.333333333333	0.392156862745059	0.666666666667	0.640350877193
Chr02	33700001	33800000	12	0.666666666667	0.726851851852	1	0.9166666666667
Chr02	33800001	33900000	23	0.53125	0.540364583333312	0.75	0.821759259259389
Chr02	33900001	3.4e+07	7	0.71875	0.71875	0.9375	0.892361111111167
Chr02	34000001	34100000	6	0.75	0.7583333333334	0.6770833333335	0.704861111111167
Chr02	34100001	34200000	2	NA	NA	NA	NA
Chr02	34200001	34300000	77	0.5	0.489400584795409	0.916666666667	0.895833333333408
Chr02	34300001	34400000	25	0.5625	0.527777777777762	1	0.91833333333336
Chr02	34400001	34500000	94	0.25	0.356818181818187	0.75	0.76538825757575
Chr02	34500001	34600000	68	0.375	0.383333333333333	0.6875	0.697516025641096
Chr02	34600001	34700000	101	0.3125	0.319277108433747	0.583333333333	0.588662790697744
Chr02	34700001	34800000	49	0.5	0.493750000000025	0.916666666667	0.897135416666729
Chr02	34800001	34900000	41	0.53125	0.521929824561421	0.75	0.808226495726513
Chr02	34900001	3.5e+07	27	0.416666666667	0.423611111111067	0.666666666667	0.725961538461692
Chr02	35000001	35100000	24	0.375	0.378906250000063	0.75	0.74479166666675
Chr02	35100001	35200000	14	0.46875	0.4687499999999	0.916666666667	0.895833333333364
Chr02	35200001	35300000	46	0.416666666667	0.349431818181909	0.6875	0.743872549019706
Chr02	35300001	35400000	55	0.333333333333	0.388095238095257	0.75	0.791666666666674
Chr02	35400001	35500000	14	0.5	0.5166666666667	0.9375	0.861607142857143
Chr02	35500001	35600000	36	0.3125	0.400122549019656	0.5	0.564102564102577
Chr02	35600001	35700000	53	0.4583333333335	0.432971014492826	0.875	0.83200354609934
Chr02	35700001	35800000	74	0.5	0.492521367521487	0.75	0.766025641025769
Chr02	35800001	35900000	16	0.375	0.439393939393909	0.6770833333335	0.683035714285714
Chr02	35900001	3.6e+07	24	0.3125	0.405092592592644	0.8958333333335	0.864583333333364
Chr02	36000001	36100000	18	0.625	0.631410256410231	0.875	0.833333333333389
Chr02	36100001	36200000	5	0.1875	0.319444444444333	0.666666666667	0.6791666666668
Chr02	36200001	36300000	29	0.375	0.436553030303091	0.75	0.707561728395074
Chr02	36300001	36400000	26	0.5	0.494047619047619	0.666666666667	0.725877192982474
Chr02	36400001	36500000	20	0.583333333333	0.5083333333334	0.666666666667	0.7138888888888
Chr02	36500001	36600000	6	0.3125	0.29166666666666	0.6770833333335	0.74479166666675
Chr02	36600001	36700000	36	0.5	0.506048387096742	0.6875	0.7319444444444
Chr02	36700001	36800000	6	0.5625	0.645833333333333	0.6875	0.7208333333334
Chr02	36800001	36900000	67	0.3125	0.394808743169393	0.6875	0.734763681592045
Chr02	36900001	3.7e+07	78	0.416666666667	0.416005291005275	0.75	0.773809523809571
Chr02	37000001	37100000	14	0.416666666667	0.399038461538562	0.6770833333335	0.744791666666667
Chr02	37100001	37200000	52	0.3958333333335	0.409226190476261	0.666666666667	0.6993055555557
Chr02	37200001	37300000	20	0.5625	0.563725490196	0.75	0.80833333333335
Chr02	37300001	37400000	55	0.416666666667	0.481481481481578	0.916666666667	0.91875
Chr02	37400001	37500000	23	0.625	0.6729166666666	0.7083333333335	0.7559523809525
Chr02	37500001	37600000	48	0.583333333333	0.577586206896448	0.916666666667	0.831790123456852
Chr02	37600001	37700000	4	NA	NA	NA	NA
Chr02	37700001	37800000	62	0.416666666667	0.425925925925978	0.583333333333	0.534574468085085
Chr02	37800001	37900000	20	0.625	0.5777777777778	0.75	0.776315789473737
Chr02	37900001	3.8e+07	26	0.5625	0.541666666666609	0.875	0.87249999999996
Chr02	38000001	38100000	18	0.5	0.483333333333267	0.916666666667	0.814393939394
Chr02	38100001	38200000	22	0.25	0.416666666666664	0.583333333333	0.5875
Chr02	38200001	38300000	20	0.333333333333	0.356481481481556	0.666666666667	0.602430555555583
Chr02	38300001	38400000	11	0.5	0.6333333333334	0.666666666667	0.7625000000002
Chr02	38400001	38500000	12	0.416666666667	0.434027777778	0.833333333333	0.8437499999999
Chr02	38500001	38600000	18	0.4583333333335	0.6319444444445	0.916666666667	0.865196078431353
Chr02	38600001	38700000	48	0.5	0.48989898989903	0.916666666667	0.868844696969682
Chr02	38700001	38800000	23	0.5	0.585526315789526	0.916666666667	0.854166666666727
Chr02	38800001	38900000	22	0.375	0.4375	0.6875	0.615384615384538
Chr02	38900001	3.9e+07	22	0.375	0.398611111111133	0.666666666667	0.671875000000167
Chr02	39000001	39100000	10	0.25	0.340277777777778	0.1875	0.236111111111111
Chr02	39100001	39200000	22	0.375	0.332107843137353	0.4375	0.43020833333328
Chr02	39200001	39300000	16	0.5625	0.5375000000002	0.7916666666665	0.7833333333333
Chr02	39300001	39400000	23	0.5	0.545454545454636	0.916666666667	0.868421052631737
Chr02	39400001	39500000	36	0.5	0.489583333333357	0.75	0.794642857142857
Chr02	39500001	39600000	16	0.416666666667	0.40972222222225	0.75	0.740885416666688
Chr02	39600001	39700000	92	0.416666666667	0.423913043478377	1	0.857981220657324
Chr02	39700001	39800000	3	NA	NA	NA	NA
Chr02	39800001	39900000	39	0.5	0.543103448275862	0.78125	0.838815789473684
Chr02	39900001	4e+07	25	0.5	0.569444444444533	1	0.972222222222222
Chr02	40000001	40100000	12	0.6041666666665	0.5270833333333	0.75	0.78298611111125
Chr02	40100001	40200000	16	0.3229166666665	0.495535714285786	0.8958333333335	0.856770833333375
Chr02	40200001	40300000	58	0.416666666667	0.421195652173978	0.75	0.794181034482793
Chr02	40300001	40400000	21	0.96875	0.822916666666667	1	0.9125
Chr02	40400001	40500000	13	0.4166666666665	0.451388888888833	1	0.868589743589769
Chr02	40500001	40600000	7	0.875	0.875	1	0.9444444444445
Chr02	40600001	40700000	23	0.5625	0.552083333333375	0.75	0.7822916666667
Chr02	40700001	40800000	19	0.4375	0.522435897436	0.75	0.725
Chr02	40800001	40900000	15	0.416666666667	0.375000000000091	1	0.914772727272727
Chr02	40900001	4.1e+07	3	NA	NA	NA	NA
Chr02	41000001	41100000	34	0.375	0.413690476190464	0.6875	0.714646464646485
Chr02	41100001	41200000	32	0.5	0.497159090909182	0.75	0.729910714285714
Chr02	41200001	41300000	34	0.5	0.493371212121241	0.75	0.757716049382704
Chr02	41300001	41400000	26	0.4375	0.48958333333335	0.7916666666665	0.803819444444417
Chr02	41400001	41500000	7	0.5	0.465277777777667	1	0.7833333333334
Chr02	41500001	41600000	12	0.583333333333	0.5270833333332	0.666666666667	0.736742424242545
Chr02	41600001	41700000	6	NA	NaN	1	0.9444444444445
Chr02	41700001	41800000	7	0.666666666667	0.75	1	0.923611111111167
Chr02	41800001	41900000	65	0.583333333333	0.58641975308637	0.833333333333	0.852048022598898
Chr02	41900001	4.2e+07	13	0.375	0.425925925925889	0.6875	0.741319444444417
Chr02	42000001	42100000	6	0.3645833333335	0.3645833333335	1	0.864583333333333
Chr02	42100001	42200000	6	0.583333333333	0.555555555555333	0.8125	0.8125
Chr02	42200001	42300000	5	0.5	0.513888888889	0.75	0.7958333333334
Chr02	42300001	42400000	8	0.5	0.46875	0.833333333333	0.779761904761857
Chr02	42400001	42500000	22	0.416666666667	0.417892156862706	0.6875	0.73229166666665
Chr02	42500001	42600000	28	0.4375	0.4316666666666	0.5	0.54999999999992
Chr02	42600001	42700000	108	0.416666666667	0.425000000000025	0.75	0.809061488673136
Chr02	42700001	42800000	30	0.416666666667	0.403735632184	0.6875	0.701388888888875
Chr02	42800001	42900000	41	0.28125	0.346643518518553	0.333333333333	0.387345679012304
Chr02	42900001	4.3e+07	10	0.3854166666665	0.44270833333325	0.8229166666665	0.8395833333333
Chr02	43000001	43100000	12	0.375	0.352272727272727	0.8125	0.675925925926
Chr02	43100001	43200000	16	0.333333333333	0.439393939394	0.5208333333335	0.524305555555667
Chr02	43200001	43300000	5	0.625	0.625	0.333333333333	0.333333333333
Chr02	43300001	43400000	29	0.416666666667	0.458333333333462	0.875	0.877976190476286
Chr02	43400001	43500000	34	0.46875	0.460737179487192	0.75	0.754734848484818
Chr02	43500001	43600000	27	0.5	0.474537037037111	0.75	0.785714285714286
Chr02	43600001	43700000	21	0.3125	0.4375	0.25	0.4434523809524
Chr02	43700001	43800000	54	0.5	0.465833333333404	0.875	0.830473856209157
Chr02	43800001	43900000	34	0.4270833333335	0.4609375	0.78125	0.746794871794885
Chr02	43900001	4.4e+07	32	0.416666666667	0.472222222222244	0.75	0.733134920634952
Chr02	44000001	44100000	30	0.5	0.518382352941294	0.75	0.72554347826087
Chr02	44100001	44200000	10	0.416666666667	0.530092592592667	0.5	0.520833333333333
Chr02	44200001	44300000	27	0.416666666667	0.416666666666684	0.84375	0.767045454545455
Chr02	44300001	44400000	27	0.333333333333	0.339912280701737	0.25	0.289062499999931
Chr02	44400001	44500000	44	0.53125	0.512152777777822	0.75	0.754960317460357
Chr02	44500001	44600000	22	0.416666666667	0.46590909090915	0.7083333333335	0.60312499999995
Chr02	44600001	44700000	17	0.25	0.250000000000021	0.125	0.328125
Chr02	44700001	44800000	31	0.4375	0.469362745098	0.75	0.777006172839481
Chr02	44800001	44900000	32	0.416666666667	0.44027777777782	0.666666666667	0.653846153846231
Chr02	44900001	4.5e+07	64	0.5	0.470179738562135	0.75	0.713293650793619
Chr02	45000001	45100000	285	0.3125	0.328314393939406	0.666666666667	0.696669600938975
Chr02	45100001	45200000	94	0.333333333333	0.389481707317073	0.625	0.545731707317093
Chr02	45200001	45300000	23	0.375	0.399509803921529	0.78125	0.619791666666695
Chr02	45300001	45400000	34	0.5	0.495192307692308	0.75	0.780934343434333
Chr02	45400001	45500000	27	0.5	0.463815789473737	0.6875	0.583333333333333
Chr02	45500001	45600000	20	0.666666666667	0.68125	0.90625	0.78385416666675
Chr02	45600001	45700000	24	0.5625	0.576992753623174	0.875	0.790509259259278
Chr02	45700001	45800000	19	0.3125	0.404947916666644	0.333333333333	0.370098039215706
Chr02	45800001	45900000	4	NA	NA	NA	NA
Chr02	45900001	4.6e+07	13	0.46875	0.4791666666667	0.8125	0.738095238095286
Chr02	46000001	46100000	18	0.125	0.247395833333312	0.5625	0.556712962962889
Chr02	46100001	46200000	9	0.5	0.5234375	0.8125	0.76822916666675
Chr02	46200001	46300000	19	0.333333333333	0.383578431372588	0.6875	0.717105263157895
Chr02	46300001	46400000	28	0.5	0.512310606060636	0.75	0.674818840579722
Chr02	46400001	46500000	130	0.416666666667	0.410317460317448	0.6875	0.697233606557369
Chr02	46500001	46600000	23	0.3541666666665	0.37500000000001	0.59375	0.633522727272727
Chr02	46600001	46700000	28	0.333333333333	0.358333333333304	0.5625	0.534722222222157
Chr02	46700001	46800000	1	NA	NA	NA	NA
Chr02	46800001	46900000	0	NA	NA	NA	NA
Chr02	46900001	4.7e+07	16	0.25	0.329861111111192	0.666666666667	0.632812500000063
Chr02	47000001	47100000	90	0.375	0.42291666666672	0.6875	0.676356589147302
Chr02	47100001	47200000	26	0.4375	0.4444444444444	0.6875	0.68083333333332
Chr02	47200001	47300000	55	0.166666666667	0.23958333333338	0.625	0.625400641025673
Chr02	47300001	47400000	27	0.333333333333	0.330492424242409	0.625	0.581521739130478
Chr02	47400001	47500000	32	0.333333333333	0.346153846153896	0.6875	0.638649425287379
Chr02	47500001	47600000	25	0.5	0.48020833333335	0.5625	0.525735294117588
Chr02	47600001	47700000	26	0.34375	0.389322916666688	0.71875	0.743371212121182
Chr02	47700001	47800000	6	0.625	0.63541666666675	0.75	0.784722222222333
Chr02	47800001	47900000	20	0.75	0.688988095238143	0.916666666667	0.8489583333335
Chr02	47900001	4.8e+07	12	0.4375	0.413690476190571	0.6041666666665	0.5625
Chr02	48000001	48100000	20	0.333333333333	0.346813725490253	0.6770833333335	0.593750000000056
Chr02	48100001	48200000	28	0.375	0.4135416666666	0.6875	0.645
Chr02	48200001	48300000	20	0.34375	0.495535714285736	0.6458333333335	0.670138888888889
Chr02	48300001	48400000	17	0.53125	0.535156249999937	0.71875	0.764880952380929
Chr02	48400001	48500000	20	0.666666666667	0.591911764705941	0.75	0.770833333333333
Chr02	48500001	48600000	8	1	0.675	0.5	0.5
Chr02	48600001	48700000	1	NA	NA	NA	NA
Chr02	48700001	48800000	2	NA	NA	NA	NA
Chr02	48800001	48900000	12	0.40625	0.357638888888858	0.71875	0.651041666666667
Chr02	48900001	4.9e+07	21	0.75	0.73046875	0.75	0.729166666666706
Chr02	49000001	49100000	54	0.25	0.341666666666675	0.59375	0.504901960784332
Chr02	49100001	49200000	24	0.3125	0.356060606060636	0.625	0.609126984127
Chr02	49200001	49300000	4	NA	NA	NA	NA
Chr02	49300001	49400000	19	0.1770833333335	0.269531250000063	0.625	0.636574074074056
Chr02	49400001	49500000	16	0.3125	0.420833333333393	0.625	0.628787878787909
Chr02	49500001	49600000	3	NA	NA	NA	NA
Chr02	49600001	49700000	8	0.5625	0.520833333333333	0.75	0.726190476190429
Chr02	49700001	49800000	1	NA	NA	NA	NA
Chr02	49800001	49900000	11	0.5	0.46875	0.71875	0.6791666666667
Chr02	49900001	5e+07	8	0.3333333333335	0.3333333333335	0.75	0.809027777777833
Chr02	50000001	50100000	15	0.53125	0.4600694444445	0.666666666667	0.681547619047643
Chr02	50100001	50200000	30	0.4375	0.53571428571425	0.333333333333	0.327850877193053
Chr02	50200001	50300000	47	0.3125	0.329545454545515	0.666666666667	0.646929824561447
Chr02	50300001	50400000	17	0.5	0.484722222222287	0.75	0.681372549019547
Chr02	50400001	50500000	46	0.3229166666665	0.334325396825429	0.25	0.297101449275309
Chr02	50500001	50600000	17	0.333333333333	0.376602564102538	0.5	0.475694444444467
Chr02	50600001	50700000	18	0.3958333333335	0.381510416666706	0.5625	0.545138888888944
Chr02	50700001	50800000	6	0.25	0.246527777777833	0.6875	0.5625
Chr02	50800001	50900000	12	0.375	0.407196969697	0.625	0.625
Chr02	50900001	5.1e+07	5	0.333333333333	0.277777777777667	0.4375	0.4625
Chr02	51000001	51100000	9	0.5625	0.59375	0.916666666667	0.840277777777889
Chr02	51100001	51200000	6	0.25	0.4125	0.46875	0.48958333333325
Chr02	51200001	51300000	21	0.125	0.1875	0.625	0.643055555555533
Chr02	51300001	51400000	18	0.333333333333	0.262820512820462	0.5	0.573717948717923
Chr02	51400001	51500000	6	0.375	0.4458333333334	0.53125	0.625
Chr02	51500001	51600000	40	0.375	0.347222222222242	0.5	0.504761904761923
Chr02	51600001	51700000	11	0.3958333333335	0.3520833333334	0.6875	0.679924242424273
Chr02	51700001	51800000	30	0.333333333333	0.382500000000052	0.59375	0.593750000000038
Chr02	51800001	51900000	5	0.3125	0.296875	0.75	0.6541666666666
Chr02	51900001	5.2e+07	22	0.333333333333	0.387499999999867	0.833333333333	0.829861111111
Chr02	52000001	52100000	10	0.625	0.494047619047714	0.7083333333335	0.7270833333334
Chr02	52100001	52200000	18	0.4895833333335	0.502976190476286	0.78125	0.820601851851833
Chr02	52200001	52300000	21	0.3645833333335	0.355654761904807	0.75	0.731359649122842
Chr02	52300001	52400000	8	0.25	0.35	0.625	0.616071428571429
Chr02	52400001	52500000	7	0.416666666667	0.409722222222333	0.6875	0.690476190476143
Chr02	52500001	52600000	12	0.375	0.3203125	0.625	0.625
Chr02	52600001	52700000	11	0.3125	0.363095238095329	0.625	0.616071428571429
Chr02	52700001	52800000	14	0.3125	0.474537037037	0.6875	0.711538461538462
Chr02	52800001	52900000	23	0.166666666667	0.2250000000001	0.625	0.62202380952381
Chr02	52900001	5.3e+07	4	NA	NA	NA	NA
Chr02	53000001	53100000	9	0.583333333333	0.4541666666666	0.5	0.483796296296222
Chr02	53100001	53200000	7	0.333333333333	0.392857142857	0.666666666667	0.6927083333335
Chr02	53200001	53300000	34	0.3125	0.412356321839034	0.75	0.767473118279581
Chr02	53300001	53400000	15	0.333333333333	0.3125	0.625	0.609848484848482
Chr02	53400001	53500000	18	0.25	0.343137254902	0.625	0.598039215686253
Chr02	53500001	53600000	7	0.25	0.291666666666714	0.666666666667	0.583333333333286
Chr02	53600001	53700000	12	0.3125	0.273148148148111	0.6770833333335	0.7
Chr02	53700001	53800000	8	0.1875	0.25000000000005	0.625	0.604166666666714
Chr02	53800001	53900000	18	0.40625	0.401785714285643	0.3958333333335	0.399305555555583
Chr02	53900001	5.4e+07	7	0.5	0.574404761904714	0.75	0.7208333333334
Chr02	54000001	54100000	9	0.5	0.45833333333325	0.5	0.388888888889
Chr02	54100001	54200000	12	0.5625	0.588541666666667	0.5	0.592013888888833
Chr02	54200001	54300000	15	0.25	0.21527777777775	0.625	0.532051282051308
Chr02	54300001	54400000	7	0.375	0.423611111111167	0.71875	0.697916666666667
Chr02	54400001	54500000	10	0.3541666666665	0.3458333333333	0.75	0.710648148148111
Chr02	54500001	54600000	7	0.625	0.6944444444445	0.625	0.65625
Chr02	54600001	54700000	12	0.25	0.306818181818182	0.5625	0.498106060606091
Chr02	54700001	54800000	7	0.416666666667	0.4416666666668	0.625	0.609375
Chr02	54800001	54900000	17	0.5	0.546875	0.6875	0.6875
Chr02	54900001	5.5e+07	10	0.3125	0.30555555555555	0.75	0.643518518518556
Chr02	55000001	55100000	9	0.333333333333	0.309523809523714	0.666666666667	0.514880952381143
Chr02	55100001	55200000	1	NA	NA	NA	NA
Chr02	55200001	55300000	8	0.40625	0.43055555555555	0.583333333333	0.577380952381
