chr	startwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr02	57200001	57300000	9	0.3333333333	0.3888888889	0.625	0.6388888889
Chr02	57300001	57400000	12	0.3333333333	0.3958333333	0.25	0.2893518519
Chr02	57400001	57500000	10	0.5833333333	0.5494791667	0.4166666667	0.5357142857
Chr02	57500001	57600000	5	0.75	0.5166666667	0.5729166667	0.5729166667
Chr02	57600001	57700000	25	0.375	0.4538043478	0.6041666667	0.5824652778
Chr02	57700001	57800000	39	0.3541666667	0.3409722222	0.4166666667	0.4462719298
Chr02	57800001	57900000	20	0.4583333333	0.51171875	0.9166666667	0.8425925926
Chr02	57900001	58000000	8	0.3229166667	0.3263888889	0.5625	0.5327380952
Chr02	58000001	58100000	25	0.375	0.4003623188	0.5	0.5266666667
Chr02	58100001	58200000	6	0.65625	0.5625	0.875	0.6416666667
Chr02	58200001	58300000	13	0.3333333333	0.384469697	0.40625	0.4427083333
Chr02	58300001	58400000	27	0.3333333333	0.3428819444	0.5625	0.4891975309
Chr02	58400001	58500000	26	0.375	0.3799603175	0.4375	0.5108333333
Chr02	58500001	58600000	8	0.625	0.5078125	0.59375	0.5390625
Chr02	58600001	58700000	1	NA	NA	NA	NA
Chr02	58700001	58800000	10	0.25	0.3009259259	0.5625	0.5041666667
Chr02	58800001	58900000	7	0.1666666667	0.1666666667	0.3125	0.3041666667
Chr02	58900001	59000000	26	0.3333333333	0.3354166667	0.5	0.4630681818
Chr02	59000001	59100000	24	0.625	0.628125	0.625	0.5905797101
Chr02	59100001	59200000	11	0.125	0.2708333333	0.46875	0.5381944444
Chr02	59200001	59300000	16	0.3541666667	0.5833333333	0.75	0.7430555556
Chr02	59300001	59400000	12	0.375	0.4041666667	0.375	0.4722222222
Chr02	59400001	59500000	57	0.4375	0.4804964539	0.625	0.5976080247
Chr02	59500001	59600000	39	0.3333333333	0.3608870968	0.25	0.2847222222
Chr02	59600001	59700000	1	NA	NA	NA	NA
Chr02	59700001	59800000	9	0.5625	0.5625	1	0.8046875
Chr02	59800001	59900000	13	0.25	0.3560606061	0.3333333333	0.4545454545
Chr02	59900001	60000000	33	0.1666666667	0.2926136364	0.125	0.2727272727
Chr02	60000001	60100000	22	0.3541666667	0.34375	0.5	0.5347222222
Chr02	60100001	60200000	72	0.3333333333	0.3698830409	0.8333333333	0.8165322581
Chr02	60200001	60300000	46	0.25	0.290922619	0.2916666667	0.3005952381
Chr02	60300001	60400000	9	0.3541666667	0.4097222222	0.375	0.4166666667
Chr02	60400001	60500000	87	0.25	0.3125	0.78125	0.8229166667
Chr02	60500001	60600000	20	0.375	0.4150641026	0.875	0.8666666667
Chr02	60600001	60700000	84	0.3333333333	0.3266369048	0.6666666667	0.6763888889
Chr02	60700001	60800000	66	0.1666666667	0.2060810811	0.9375	0.9027777778
Chr02	60800001	60900000	29	0.1770833333	0.2881944444	0.625	0.5347222222
Chr02	60900001	61000000	20	0.4166666667	0.4678030303	0.9166666667	0.9305555556
Chr02	61000001	61100000	48	0.3333333333	0.3577586207	0.75	0.7118055556
Chr02	61100001	61200000	30	0.25	0.3645833333	0.84375	0.7951388889
Chr02	61200001	61300000	24	0.25	0.3310185185	0.6770833333	0.5494791667
Chr02	61300001	61400000	27	0.1875	0.2322916667	0	0.1708333333
Chr02	61400001	61500000	11	0.2604166667	0.3828125	0.8541666667	0.7916666667
Chr02	61500001	61600000	9	0.3333333333	0.4375	1	0.8854166667
Chr02	61600001	61700000	68	0.25	0.235479798	0.6875	0.6697761194
Chr02	61700001	61800000	9	0.5	0.5393518519	0.75	0.7053571429
Chr02	61800001	61900000	6	0.1875	0.2625	0.6875	0.7118055556
Chr02	61900001	62000000	3	NA	NA	NA	NA
Chr02	62000001	62100000	17	0.375	0.4916666667	0.6875	0.6736111111
Chr02	62100001	62200000	6	0.375	0.328125	0.6145833333	0.6527777778
Chr02	62200001	62300000	24	0.4270833333	0.380787037	0.6770833333	0.662037037
Chr02	62300001	62400000	38	0.4375	0.4549731183	0.6875	0.6631944444
Chr02	62400001	62500000	14	1	0.8625	0.75	0.7847222222
Chr02	62500001	62600000	26	0.6666666667	0.571969697	0.6666666667	0.6974206349
Chr02	62600001	62700000	4	NA	NA	NA	NA
Chr02	62700001	62800000	24	0.4270833333	0.46484375	0.75	0.78125
Chr02	62800001	62900000	18	0.625	0.6236979167	0.8333333333	0.8229166667
Chr02	62900001	63000000	15	0.5	0.4823717949	0.6770833333	0.6949404762
Chr02	63000001	63100000	7	0.3125	0.3779761905	0.6666666667	0.6845238095
Chr02	63100001	63200000	6	0.46875	0.5138888889	0.6875	0.7291666667
Chr02	63200001	63300000	19	0.3541666667	0.43359375	0.6666666667	0.6446759259
Chr02	63300001	63400000	11	0.4270833333	0.48125	0.625	0.6439393939
Chr02	63400001	63500000	17	0.5	0.5336538462	0.6666666667	0.7514880952
Chr02	63500001	63600000	14	0.8333333333	0.8333333333	1	1
Chr02	63600001	63700000	11	0.5833333333	0.5787037037	0.5	0.630952381
Chr02	63700001	63800000	20	0.46875	0.5277777778	0.75	0.7824074074
Chr02	63800001	63900000	48	0.25	0.3236111111	0.5	0.5648809524
Chr02	63900001	64000000	22	0.6666666667	0.609375	0.75	0.8083333333
Chr02	64000001	64100000	9	0.6666666667	0.6666666667	0.6666666667	0.7222222222
Chr02	64100001	64200000	29	0.5	0.4603174603	0.75	0.7847222222
Chr02	64200001	64300000	22	0.375	0.4097222222	0.6145833333	0.5891203704
Chr02	64300001	64400000	13	0.3854166667	0.4288194444	0.75	0.7361111111
Chr02	64400001	64500000	20	0.5	0.5138888889	0.625	0.6484375
Chr02	64500001	64600000	23	0.5	0.546875	1	0.9112318841
Chr02	64600001	64700000	27	0.6041666667	0.6501736111	0.84375	0.7994791667
Chr02	64700001	64800000	63	0.4166666667	0.4314971751	0.8333333333	0.8230932203
Chr02	64800001	64900000	54	0.3125	0.3168402778	0.6875	0.6699346405
Chr02	64900001	65000000	19	0.5	0.4467592593	0.6875	0.7958333333
Chr02	65000001	65100000	9	0.4479166667	0.40625	0.75	0.725
Chr02	65100001	65200000	9	0.25	0.21875	0.65625	0.6979166667
Chr02	65200001	65300000	13	0.375	0.5246212121	0.75	0.8125
Chr02	65300001	65400000	19	0.3854166667	0.4461805556	0.6666666667	0.5458333333
Chr02	65400001	65500000	4	NA	NA	NA	NA
Chr02	65500001	65600000	28	0.3125	0.3342391304	0.6666666667	0.7691666667
Chr02	65600001	65700000	8	0.5	0.5416666667	0.6875	0.7291666667
Chr02	65700001	65800000	16	0.3333333333	0.4458333333	0.6666666667	0.6614583333
Chr02	65800001	65900000	43	0.3541666667	0.4085648148	0.6666666667	0.6744047619
Chr02	65900001	66000000	8	0.9583333333	0.7526041667	1	0.9017857143
Chr02	66000001	66100000	12	0.5208333333	0.5347222222	0.75	0.6412037037
Chr02	66100001	66200000	8	0.3125	0.4375	0.6875	0.7125
Chr02	66200001	66300000	9	0.5	0.5052083333	0.75	0.7578125
Chr02	66300001	66400000	11	0.2916666667	0.375	0.6666666667	0.6268939394
Chr02	66400001	66500000	9	0.5625	0.4884259259	0.6666666667	0.6851851852
Chr02	66500001	66600000	4	NA	NA	NA	NA
Chr02	66600001	66700000	27	0.3229166667	0.334375	0.46875	0.4823717949
Chr02	66700001	66800000	10	0.6666666667	0.6296296296	0.6666666667	0.6782407407
Chr02	66800001	66900000	22	0.5	0.5183823529	0.6666666667	0.6354166667
Chr02	66900001	67000000	10	0.4375	0.4017857143	0.6666666667	0.5854166667
Chr02	67000001	67100000	9	0.5833333333	0.5297619048	0.6666666667	0.6822916667
Chr02	67100001	67200000	56	0.375	0.4308176101	0.6666666667	0.6279166667
Chr02	67200001	67300000	6	0.4375	0.4	0.65625	0.7013888889
Chr02	67300001	67400000	2	NA	NA	NA	NA
Chr02	67400001	67500000	10	0.6770833333	0.6822916667	0.5833333333	0.5807291667
Chr02	67500001	67600000	14	0.3333333333	0.3764880952	0.7083333333	0.681547619
Chr02	67600001	67700000	22	0.375	0.3662280702	0.53125	0.6134259259
Chr02	67700001	67800000	36	0.4270833333	0.46875	0.625	0.6283602151
Chr02	67800001	67900000	3	NA	NA	NA	NA
Chr02	67900001	68000000	11	0.4375	0.54375	0.6875	0.6988636364
Chr02	68000001	68100000	3	NA	NA	NA	NA
Chr02	68100001	68200000	24	0.25	0.315625	0.5	0.580615942
Chr02	68200001	68300000	13	0.5	0.4947916667	0.6666666667	0.6428571429
Chr02	68300001	68400000	11	0.59375	0.58125	0.75	0.7333333333
Chr02	68400001	68500000	12	0.1875	0.2708333333	0.2708333333	0.3083333333
Chr02	68500001	68600000	26	0.4375	0.5148809524	0.6875	0.7235576923
Chr02	68600001	68700000	26	0.4270833333	0.4930555556	0.5625	0.6539855072
Chr02	68700001	68800000	22	0.3125	0.2997685185	0.4375	0.4147727273
Chr02	68800001	68900000	12	0.6666666667	0.5850694444	0.5625	0.6011904762
Chr02	68900001	69000000	12	0.5833333333	0.4756944444	0.625	0.5260416667
Chr02	69000001	69100000	17	0.4166666667	0.4277777778	0.3958333333	0.4598214286
Chr02	69100001	69200000	31	0.25	0.2895833333	0.4375	0.4294354839
Chr02	69200001	69300000	15	0.5	0.5324074074	0.5833333333	0.65
Chr02	69300001	69400000	11	0.4375	0.5416666667	0.7083333333	0.6319444444
Chr02	69400001	69500000	16	0.6875	0.5888888889	0.9375	0.7916666667
Chr02	69500001	69600000	0	NA	NA	NA	NA
Chr02	69600001	69700000	14	0.3645833333	0.4045138889	0.75	0.6634615385
Chr02	69700001	69800000	11	0.28125	0.2791666667	0.375	0.4375
Chr02	69800001	69900000	12	0.375	0.4696969697	0.625	0.5965909091
Chr02	69900001	70000000	33	0.3541666667	0.3637820513	0.4375	0.4626436782
Chr02	70000001	70100000	21	0.6666666667	0.5964912281	0.75	0.8145833333
Chr02	70100001	70200000	4	NA	NA	NA	NA
Chr02	70200001	70300000	24	0.5	0.5238095238	0.8125	0.7420634921
Chr02	70300001	70400000	5	0.21875	0.203125	0.4375	0.4458333333
Chr02	70400001	70500000	6	0.4375	0.4791666667	0.5833333333	0.6291666667
Chr02	70500001	70600000	17	0.4375	0.5073529412	0.7083333333	0.75
Chr02	70600001	70700000	12	0.375	0.4201388889	0.4375	0.4895833333
Chr02	70700001	70800000	40	0.1875	0.3241421569	0.5	0.5443548387
Chr02	70800001	70900000	11	0.4166666667	0.44375	0.75	0.634469697
Chr02	70900001	71000000	24	0.3125	0.4385964912	0.4375	0.5287698413
Chr02	71000001	71100000	5	0.6354166667	0.6302083333	0.75	0.75
Chr02	71100001	71200000	4	NA	NA	NA	NA
Chr02	71200001	71300000	6	0.4166666667	0.4305555556	0.6666666667	0.6
Chr02	71300001	71400000	13	0.5833333333	0.5852272727	0.75	0.8049242424
Chr02	71400001	71500000	6	0.75	0.7333333333	0.6666666667	0.6875
Chr02	71500001	71600000	10	0.625	0.6759259259	0.6666666667	0.6550925926
Chr02	71600001	71700000	5	0.3125	0.3375	0.3229166667	0.3489583333
Chr02	71700001	71800000	6	0.8333333333	0.7465277778	0.4375	0.4375
Chr02	71800001	71900000	27	0.40625	0.4403409091	0.5625	0.625
Chr02	71900001	72000000	38	0.4375	0.4982638889	0.4375	0.5089285714
Chr02	72000001	72100000	1	NA	NA	NA	NA
Chr02	72100001	72200000	3	NA	NA	NA	NA
Chr02	72200001	72300000	14	0.46875	0.4642857143	0.5416666667	0.568452381
Chr02	72300001	72400000	10	0.5833333333	0.625	0.5833333333	0.6125
Chr02	72400001	72500000	17	0.625	0.5755208333	0.8125	0.7833333333
Chr02	72500001	72600000	18	0.8125	0.7585784314	0.875	0.8569444444
Chr02	72600001	72700000	7	0.28125	0.40625	0.625	0.5892857143
Chr02	72700001	72800000	20	0.8229166667	0.678125	0.75	0.7401315789
Chr02	72800001	72900000	15	0.40625	0.4776785714	0.625	0.6583333333
Chr02	72900001	73000000	19	0.34375	0.4363425926	0.5625	0.6140350877
Chr02	73000001	73100000	21	0.625	0.6636904762	0.875	0.7905701754
Chr02	73100001	73200000	15	0.375	0.4196428571	0.4375	0.4631410256
Chr02	73200001	73300000	17	0.4375	0.4652777778	0.5	0.5805555556
Chr02	73300001	73400000	46	0.625	0.6245039683	0.8333333333	0.8018292683
Chr02	73400001	73500000	10	0.5625	0.5770833333	0.75	0.7145833333
Chr02	73500001	73600000	9	0.375	0.5	0.5625	0.6597222222
Chr02	73600001	73700000	58	0.4375	0.4821428571	0.75	0.7053030303
Chr02	73700001	73800000	10	0.3125	0.43125	0.5	0.575
Chr02	73800001	73900000	9	0.5	0.4537037037	0.5833333333	0.6041666667
Chr02	73900001	74000000	24	0.5	0.5853174603	0.6875	0.6684782609
Chr02	74000001	74100000	3	NA	NA	NA	NA
Chr02	74100001	74200000	8	0.5625	0.55	0.6666666667	0.6805555556
Chr02	74200001	74300000	9	0.6666666667	0.625	0.65625	0.703125
Chr02	74300001	74400000	6	0.625	0.5541666667	0.5833333333	0.6284722222
Chr02	74400001	74500000	17	0.4375	0.4567307692	0.6041666667	0.6432291667
Chr02	74500001	74600000	10	0.53125	0.5833333333	0.5625	0.6157407407
Chr02	74600001	74700000	26	0.5	0.5248015873	0.65625	0.6762152778
Chr02	74700001	74800000	12	0.5	0.5115740741	0.6875	0.7152777778
Chr02	74800001	74900000	9	0.25	0.3083333333	0.8333333333	0.6458333333
Chr02	74900001	75000000	9	0.4166666667	0.3888888889	0.5625	0.5486111111
Chr02	75000001	75100000	8	0.34375	0.3958333333	0.5625	0.6067708333
Chr02	75100001	75200000	9	0.6666666667	0.75	0.75	0.7767857143
Chr03	1	100000	31	0.75	0.7672413793	0.8125	0.7930107527
Chr03	100001	200000	167	0.6666666667	0.65703125	0.75	0.7413747346
Chr03	200001	300000	105	0.5	0.4138576779	0.6666666667	0.5885416667
Chr03	300001	400000	33	0.6875	0.6595052083	0.8125	0.8157552083
Chr03	400001	500000	176	0.4166666667	0.3671085859	0.8125	0.7826388889
Chr03	500001	600000	57	0.4375	0.4736111111	0.78125	0.7979166667
Chr03	600001	700000	181	0.4166666667	0.3875313283	0.9166666667	0.8167475728
Chr03	700001	800000	94	0.625	0.6008064516	0.625	0.6583781362
Chr03	800001	900000	26	0.6875	0.6766666667	0.75	0.7564102564
Chr03	900001	1000000	67	0.75	0.7313432836	0.8333333333	0.844279661
Chr03	1000001	1100000	94	0.5	0.5522030651	0.8333333333	0.8458333333
Chr03	1100001	1200000	113	0.46875	0.4962657233	0.75	0.7221573209
Chr03	1200001	1300000	87	0.5625	0.581554878	0.75	0.7847222222
Chr03	1300001	1400000	93	0.75	0.6760149573	0.875	0.8380149813
Chr03	1400001	1500000	55	0.6666666667	0.6474056604	1	0.8879716981
Chr03	1500001	1600000	99	0.75	0.7456501832	0.75	0.7549283154
Chr03	1600001	1700000	151	0.6666666667	0.6761363636	0.8125	0.7539149888
Chr03	1700001	1800000	149	0.6875	0.7195402299	1	0.9231115108
Chr03	1800001	1900000	145	0.625	0.646773183	0.71875	0.6979166667
Chr03	1900001	2000000	25	0.8333333333	0.7807971014	0.96875	0.875
Chr03	2000001	2100000	17	1	0.8805555556	0.8333333333	0.8370098039
Chr03	2100001	2200000	28	0.875	0.8421474359	0.75	0.7232142857
Chr03	2200001	2300000	37	0.8125	0.7443181818	0.8125	0.8234953704
Chr03	2300001	2400000	39	0.6770833333	0.6776315789	0.8125	0.7777777778
Chr03	2400001	2500000	54	0.6041666667	0.6219135802	0.8958333333	0.8580246914
Chr03	2500001	2600000	41	0.75	0.7017276423	0.75	0.756097561
Chr03	2600001	2700000	53	0.75	0.7574685535	0.8333333333	0.8158333333
Chr03	2700001	2800000	158	0.75	0.7247126437	0.8125	0.8175105485
Chr03	2800001	2900000	130	0.6666666667	0.6434108527	0.8125	0.8328525641
Chr03	2900001	3000000	185	0.75	0.7367311508	0.8125	0.7548868313
Chr03	3000001	3100000	24	0.75	0.7518939394	1	0.8566176471
Chr03	3100001	3200000	16	0.6875	0.6698717949	0.75	0.7868589744
Chr03	3200001	3300000	19	0.75	0.7638888889	0.75	0.7769607843
Chr03	3300001	3400000	47	0.75	0.7560185185	0.75	0.7537037037
Chr03	3400001	3500000	98	0.6666666667	0.665307971	0.6875	0.7038043478
Chr03	3500001	3600000	215	0.625	0.6163522013	0.75	0.71875
Chr03	3600001	3700000	190	0.625	0.6551916221	0.8125	0.7946746881
Chr03	3700001	3800000	100	0.6875	0.69140625	1	0.8889583333
Chr03	3800001	3900000	112	0.5625	0.5902140673	0.8125	0.816588785
Chr03	3900001	4000000	178	0.6875	0.6669075145	0.625	0.6572189922
Chr03	4000001	4100000	59	0.875	0.8263888889	0.8125	0.7894736842
Chr03	4100001	4200000	177	0.6875	0.7030637255	0.875	0.8456325301
Chr03	4200001	4300000	184	0.6875	0.6788003663	0.8333333333	0.8355696798
Chr03	4300001	4400000	92	0.75	0.7459291188	0.875	0.8795787546
Chr03	4400001	4500000	119	0.75	0.7434675141	1	0.9561781609
Chr03	4500001	4600000	55	0.75	0.7003205128	0.75	0.7491987179
Chr03	4600001	4700000	50	0.75	0.7193877551	0.8125	0.8224431818
Chr03	4700001	4800000	157	0.6875	0.6799616228	0.8333333333	0.8223755411
Chr03	4800001	4900000	49	0.5625	0.5778061224	0.75	0.7183159722
Chr03	4900001	5000000	69	0.6666666667	0.6751893939	0.875	0.8366545894
Chr03	5000001	5100000	152	0.6875	0.6892817982	0.625	0.653177458
Chr03	5100001	5200000	172	0.625	0.6296844181	0.5625	0.5941814596
Chr03	5200001	5300000	75	0.875	0.8221830986	0.8125	0.8192401961
Chr03	5300001	5400000	201	0.75	0.7328559028	0.8333333333	0.8335784314
Chr03	5400001	5500000	144	0.75	0.7268856448	0.8333333333	0.8252410468
Chr03	5500001	5600000	131	0.6666666667	0.6583672087	0.8125	0.7930979644
Chr03	5600001	5700000	179	0.71875	0.7002840909	0.8125	0.7889897579
Chr03	5700001	5800000	228	0.75	0.7225037538	1	0.8936965812
Chr03	5800001	5900000	102	0.6875	0.6864583333	1	0.931875
Chr03	5900001	6000000	213	0.5	0.5306964573	0.75	0.767278831
Chr03	6000001	6100000	62	0.6875	0.65625	0.875	0.8507513661
Chr03	6100001	6200000	40	0.53125	0.5345394737	0.6875	0.6962719298
Chr03	6200001	6300000	54	0.8333333333	0.8278301887	0.8125	0.7596450617
Chr03	6300001	6400000	93	0.6875	0.6753663004	0.8125	0.8117897727
Chr03	6400001	6500000	42	0.8125	0.7708333333	0.75	0.7609126984
Chr03	6500001	6600000	42	0.3958333333	0.4708333333	0.625	0.6025641026
Chr03	6600001	6700000	23	0.6770833333	0.6604166667	0.8125	0.7807971014
Chr03	6700001	6800000	55	0.625	0.621969697	0.8125	0.7973484848
Chr03	6800001	6900000	262	0.625	0.6194923372	0.5625	0.6327597841
Chr03	6900001	7000000	43	0.8125	0.78125	0.75	0.7525406504
Chr03	7000001	7100000	22	0.6875	0.6746031746	0.625	0.625
Chr03	7100001	7200000	30	0.5729166667	0.6541666667	0.75	0.7209821429
Chr03	7200001	7300000	55	0.5	0.5420454545	0.6875	0.6403301887
Chr03	7300001	7400000	104	0.625	0.6338383838	0.6875	0.7075242718
Chr03	7400001	7500000	82	0.5	0.5546239837	0.78125	0.7710873984
Chr03	7500001	7600000	154	0.5625	0.611451049	0.8125	0.7604856512
Chr03	7600001	7700000	176	0.75	0.756390593	1	0.9187257752
Chr03	7700001	7800000	56	0.8125	0.7692307692	1	0.8891666667
Chr03	7800001	7900000	28	0.625	0.6698717949	0.75	0.75
Chr03	7900001	8000000	4	NA	NA	NA	NA
Chr03	8000001	8100000	29	0.8333333333	0.8009259259	0.6875	0.7600308642
Chr03	8100001	8200000	52	0.8125	0.775	1	0.93375
Chr03	8200001	8300000	153	0.6666666667	0.6572847682	0.875	0.8620642702
Chr03	8300001	8400000	138	0.5	0.5469527363	0.75	0.7538017032
Chr03	8400001	8500000	121	0.4166666667	0.4480042017	0.75	0.7450564972
Chr03	8500001	8600000	93	0.5625	0.5886627907	0.8125	0.7986111111
Chr03	8600001	8700000	173	0.4375	0.5245315582	0.75	0.7677331349
Chr03	8700001	8800000	44	0.6875	0.7214147287	0.8541666667	0.8303571429
Chr03	8800001	8900000	78	0.5625	0.6167763158	0.625	0.6915064103
Chr03	8900001	9000000	167	0.6875	0.6658950617	0.8229166667	0.7998697917
Chr03	9000001	9100000	204	0.75	0.7036922442	0.6875	0.6914733677
Chr03	9100001	9200000	465	0.875	0.85171851	0.8333333333	0.7950980392
Chr03	9200001	9300000	82	0.6875	0.6651234568	0.8125	0.7955246914
Chr03	9300001	9400000	26	0.78125	0.6947115385	1	0.890224359
Chr03	9400001	9500000	56	0.8125	0.7171474359	0.9375	0.8850446429
Chr03	9500001	9600000	123	0.625	0.6041666667	0.78125	0.7503415301
Chr03	9600001	9700000	101	0.53125	0.5695921986	0.75	0.731079932
Chr03	9700001	9800000	81	0.625	0.6322222222	0.75	0.7286522634
Chr03	9800001	9900000	115	0.75	0.7192028986	0.875	0.8179429429
Chr03	9900001	10000000	48	0.8125	0.7987588652	0.75	0.7562056738
Chr03	10000001	10100000	26	0.875	0.8208333333	0.75	0.7411858974
Chr03	10100001	10200000	110	0.5833333333	0.6055964052	0.6875	0.6783730159
Chr03	10200001	10300000	180	0.625	0.644500969	0.75	0.7730324074
Chr03	10300001	10400000	102	0.6875	0.6683501684	1	0.8642611684
Chr03	10400001	10500000	97	0.6666666667	0.6489361702	0.75	0.7466856061
Chr03	10500001	10600000	224	0.75	0.6960841049	0.8333333333	0.8316441441
Chr03	10600001	10700000	147	0.75	0.7813218391	0.8333333333	0.8563333333
Chr03	10700001	10800000	484	0.8125	0.7820207893	0.8333333333	0.834538966
Chr03	10800001	10900000	93	0.8125	0.7710674157	0.8333333333	0.845734127
Chr03	10900001	11000000	211	0.75	0.7726130653	0.8333333333	0.8423061056
Chr03	11000001	11100000	212	0.8125	0.7867351047	0.8333333333	0.8089043993
Chr03	11100001	11200000	100	0.75	0.7302188552	0.8125	0.8043859649
Chr03	11200001	11300000	83	0.8125	0.7664609053	0.75	0.7944277108
Chr03	11300001	11400000	151	0.6041666667	0.6111586758	0.8125	0.7922222222
Chr03	11400001	11500000	45	0.875	0.8409090909	0.875	0.8458333333
Chr03	11500001	11600000	28	0.8333333333	0.755	0.875	0.8571428571
Chr03	11600001	11700000	66	0.625	0.6349206349	0.8333333333	0.7445652174
Chr03	11700001	11800000	105	0.375	0.4259488449	0.6875	0.6841666667
Chr03	11800001	11900000	201	0.6875	0.658840388	0.875	0.8495024876
Chr03	11900001	12000000	79	0.5	0.5065789474	0.6875	0.6977848101
Chr03	12000001	12100000	70	0.6875	0.6601368159	0.8125	0.8230676329
Chr03	12100001	12200000	57	0.5729166667	0.5944940476	0.75	0.7521929825
Chr03	12200001	12300000	109	0.6875	0.7097355769	0.875	0.7995833333
Chr03	12300001	12400000	51	0.5	0.5078703704	0.5625	0.5909863946
Chr03	12400001	12500000	58	0.6041666667	0.6357758621	0.75	0.7527006173
Chr03	12500001	12600000	26	0.6875	0.6591666667	0.75	0.7692307692
Chr03	12600001	12700000	21	0.6666666667	0.5674603175	0.6666666667	0.6180555556
Chr03	12700001	12800000	46	0.5625	0.6134259259	0.6458333333	0.64375
Chr03	12800001	12900000	106	0.5	0.5375	0.5625	0.5968137255
Chr03	12900001	13000000	19	0.6875	0.6828703704	0.625	0.7458333333
Chr03	13000001	13100000	57	0.4375	0.5441666667	0.6875	0.6908333333
Chr03	13100001	13200000	82	0.625	0.6450421941	0.6875	0.69296875
Chr03	13200001	13300000	96	0.6666666667	0.6616300366	0.625	0.6463122605
Chr03	13300001	13400000	59	0.8958333333	0.8394396552	1	0.9175170068
Chr03	13400001	13500000	13	0.6875	0.6927083333	0.71875	0.7743055556
Chr03	13500001	13600000	53	0.625	0.6261792453	0.8125	0.7532051282
Chr03	13600001	13700000	67	0.6875	0.6967948718	0.75	0.770480226
Chr03	13700001	13800000	152	0.5625	0.5974552573	0.8125	0.7971491228
Chr03	13800001	13900000	65	0.9375	0.8092447917	1	0.8782552083
Chr03	13900001	14000000	68	0.96875	0.809811828	1	0.8523065476
Chr03	14000001	14100000	85	0.75	0.7114197531	0.5833333333	0.6472800926
Chr03	14100001	14200000	29	0.6666666667	0.6635802469	0.75	0.7887931034
Chr03	14200001	14300000	61	0.75	0.697002924	0.9166666667	0.8922101449
Chr03	14300001	14400000	158	0.75	0.6903782895	0.8333333333	0.8543402778
Chr03	14400001	14500000	76	0.625	0.6455479452	0.5625	0.6018518519
Chr03	14500001	14600000	116	0.625	0.6214339339	0.875	0.8363095238
Chr03	14600001	14700000	46	0.5	0.578003876	0.8125	0.7635416667
Chr03	14700001	14800000	78	0.5	0.4910714286	0.75	0.7433226496
Chr03	14800001	14900000	86	0.5625	0.5566565041	0.8125	0.7546568627
Chr03	14900001	15000000	71	0.5833333333	0.6010572139	0.8125	0.7971813725
Chr03	15000001	15100000	72	0.75	0.6960784314	0.875	0.8554487179
Chr03	15100001	15200000	104	0.5625	0.5573979592	0.75	0.7489983974
Chr03	15200001	15300000	85	0.625	0.6442510549	0.8333333333	0.8256278539
Chr03	15300001	15400000	51	0.5	0.5245833333	0.875	0.8165849673
Chr03	15400001	15500000	156	0.6666666667	0.6453993056	0.9166666667	0.8905141844
Chr03	15500001	15600000	36	0.6875	0.6587643678	0.8958333333	0.8326388889
Chr03	15600001	15700000	67	0.75	0.6971153846	0.9375	0.8669871795
Chr03	15700001	15800000	89	0.4375	0.517609127	0.71875	0.710755814
Chr03	15800001	15900000	53	0.625	0.6501572327	0.75	0.7690602837
Chr03	15900001	16000000	74	1	0.9112903226	1	0.8995098039
Chr03	16000001	16100000	127	0.6875	0.7119193989	0.875	0.8536458333
Chr03	16100001	16200000	33	0.6875	0.654296875	0.5833333333	0.6799242424
Chr03	16200001	16300000	25	0.5	0.5408333333	0.5625	0.5833333333
Chr03	16300001	16400000	37	0.75	0.7612612613	0.8333333333	0.8378378378
Chr03	16400001	16500000	95	0.6875	0.6599537037	0.8333333333	0.8247354497
Chr03	16500001	16600000	17	0.6875	0.6698717949	0.6875	0.6730769231
Chr03	16600001	16700000	146	0.75	0.7207167832	0.875	0.8398972603
Chr03	16700001	16800000	28	0.625	0.6816666667	0.875	0.82
Chr03	16800001	16900000	37	0.6875	0.6931818182	0.75	0.7536231884
Chr03	16900001	17000000	112	0.625	0.6316823899	0.75	0.7433894231
Chr03	17000001	17100000	68	0.8125	0.7452651515	0.75	0.7474358974
Chr03	17100001	17200000	125	0.75	0.7484243697	0.8333333333	0.7831439394
Chr03	17200001	17300000	36	0.75	0.7339285714	0.875	0.8307291667
Chr03	17300001	17400000	45	0.5625	0.6046296296	0.75	0.7361111111
Chr03	17400001	17500000	61	0.6875	0.6970628415	0.75	0.7635416667
Chr03	17500001	17600000	69	0.625	0.6379419192	0.625	0.7049129353
Chr03	17600001	17700000	26	0.5625	0.6554487179	0.8125	0.7868589744
Chr03	17700001	17800000	86	0.75	0.6947791165	0.75	0.7820121951
Chr03	17800001	17900000	80	0.8125	0.7697222222	1	0.9308226496
Chr03	17900001	18000000	36	0.5	0.556372549	0.75	0.7829861111
Chr03	18000001	18100000	62	0.4270833333	0.4791666667	0.75	0.742816092
Chr03	18100001	18200000	25	0.4375	0.4558333333	0.6875	0.705
Chr03	18200001	18300000	18	0.875	0.7833333333	0.9375	0.862745098
Chr03	18300001	18400000	36	0.8125	0.7552083333	0.8541666667	0.8234953704
Chr03	18400001	18500000	62	0.6875	0.6816520468	0.8125	0.7827380952
Chr03	18500001	18600000	17	0.6770833333	0.6979166667	0.75	0.7720588235
