name	Size	S_Pop	Pi_Pop	W_Pop	gc	omega_persite	chr	startwin	endwin	pi_persite_Asia	D_Pop_Asia	pi_persite_Europe	D_Pop_Europe	pi_persite_HybFirst	D_Pop_HybFirst	pi_persite_HybTea	D_Pop_HybTea	RoD_pi_Hyb1stvsAsia	RoD_pi_HybTeavsAsia	RoD_pi_Hyb1stvsEurope	RoD_pi_HybTeavsEurope	RoD_pi_HybTeavsHyb1st	deltaD_Hyb1stvsAsia	deltaD_HybTeavsAsia	deltaD_Hyb1stvsEurope	deltaD_HybTeavsEurope	deltaD_HybTeavsHyb1st
rose_round2.jointvcf_Chr05_22200001-22300000.clean.fst.ASIA.fst.clean.fst	71418	3115	723.093	938.754	0.38428	0.0131445014	Chr05	22200001	22300000	0.0101248005	-1.00964	0.0191131598	0.260965	0.0111750121	0.00397511	0.0060439853	-0.648181	-0.1037266455	0.4030514208	0.4153236747	0.6837788568	0.4591517913	1.01361511	0.361459	0.25698989	0.909146	0.65215611
rose_round2.jointvcf_Chr05_22400001-22500000.clean.fst.ASIA.fst.clean.fst	79740	1816	469.382	547.28	0.42155	0.0068633057	Chr05	22400001	22500000	0.0058864058	-0.625274	0.0175754386	0.710436	0.0093188455	0.43817	0.0042788933	-0.497182	-0.5831129788	0.2730889707	0.469780205	0.7565413068	0.5408343946	1.063444	0.128092	0.272266	1.207618	0.935352
rose_round2.jointvcf_Chr05_22500001-22600000.clean.fst.ASIA.fst.clean.fst	78303	2829	666.216	852.563	0.365262	0.0108879992	Chr05	22500001	22600000	0.0085081798	-0.960537	0.0171498032	0.611042	0.0110647921	0.243655	0.0059967621	-0.637866	-0.300488754	0.2951768422	0.3548152137	0.6503305568	0.4580321009	1.204192	0.322671	0.367387	1.248908	0.881521
rose_round2.jointvcf_Chr05_22700001-22800000.clean.fst.ASIA.fst.clean.fst	72066	2481	554.366	747.688	0.384422	0.0103750451	Chr05	22700001	22800000	0.0076924763	-1.13616	0.0149686154	0.419078	0.0118030944	0.317764	0.0053689538	-0.625822	-0.5343686367	0.3020513062	0.2114772079	0.6413192765	0.5451232011	1.453924	0.510338	0.101314	1.0449	0.943586
rose_round2.jointvcf_Chr05_22800001-22900000.clean.fst.ASIA.fst.clean.fst	73935	2296	559.092	691.935	0.37296	0.0093586934	Chr05	22800001	22900000	0.0075619395	-0.843578	0.0209218963	0.493905	0.0149060094	0.602163	0.0066036734	-0.542249	-0.9711886497	0.1267222733	0.2875402298	0.6843654469	0.5569791218	1.445741	0.301329	0.108258	1.036154	1.144412
rose_round2.jointvcf_Chr05_22900001-23000000.clean.fst.ASIA.fst.clean.fst	79845	962	226.542	289.914	0.372953	0.00363096	Chr05	22900001	23000000	0.0028372722	-0.959326	0.0126072919	0.527515	0.0046575251	0.357434	0.0022699726	-0.779459	-0.6415503099	0.199945439	0.6305689499	0.8199476466	0.5126225762	1.31676	0.179867	0.170081	1.306974	1.136893
rose_round2.jointvcf_Chr05_23000001-23100000.clean.fst.ASIA.fst.clean.fst	75396	1413	337.372	425.83	0.391217	0.0056479124	Chr05	23000001	23100000	0.0044746671	-0.912255	0.0154023016	0.990164	0.0064683328	0.0623623	0.0036743251	-0.752612	-0.4455450259	0.1788606841	0.5800411579	0.7614431165	0.4319517544	0.9746173	0.159643	0.9278017	1.742776	0.8149743
rose_round2.jointvcf_Chr05_23100001-23200000.clean.fst.ASIA.fst.clean.fst	80235	2274	567.157	685.305	0.385415	0.0085412227	Chr05	23100001	23200000	0.0070686982	-0.757512	0.0147635733	0.702163	0.0100174605	0.744422	0.0052788007	-0.577046	-0.4171577635	0.2532145904	0.3214745304	0.6424442403	0.4730400321	1.501934	0.180466	0.042259	1.279209	1.321468
rose_round2.jointvcf_Chr05_23200001-23300000.clean.fst.ASIA.fst.clean.fst	79026	2970	774.245	895.056	0.394566	0.0113260952	Chr05	23200001	23300000	0.0097973452	-0.593181	0.0190055645	0.623953	0.0138799623	0.720324	0.0057406511	-0.614216	-0.4167064666	0.4140605482	0.2696895542	0.6979489313	0.5864073006	1.313505	0.021035	0.096371	1.238169	1.33454
rose_round2.jointvcf_Chr05_23300001-23400000.clean.fst.ASIA.fst.clean.fst	81093	2646	630.969	797.413	0.389876	0.0098333148	Chr05	23300001	23400000	0.0077808072	-0.91724	0.0149225641	0.632457	0.0103657373	0.495462	0.0051866577	-0.682995	-0.3322187516	0.3334036481	0.3053648681	0.6524285188	0.4996344624	1.412702	0.234245	0.136995	1.315452	1.178457
rose_round2.jointvcf_Chr05_23400001-23500000.clean.fst.ASIA.fst.clean.fst	71910	2714	638.458	817.906	0.38977	0.0113740231	Chr05	23400001	23500000	0.0088785704	-0.964142	0.0164762607	0.289455	0.0111771168	0.543881	0.0054802581	-0.709396	-0.2588869877	0.3827544476	0.3216229696	0.6673845953	0.509689465	1.508023	0.254746	0.254426	0.998851	1.253277
rose_round2.jointvcf_Chr05_23500001-23600000.clean.fst.ASIA.fst.clean.fst	80208	3128	762.603	942.672	0.378523	0.0117528426	Chr05	23500001	23600000	0.0095078172	-0.83951	0.0179351502	0.810691	0.0135071954	0.820575	0.0052360714	-0.528496	-0.4206410543	0.4492877515	0.2468869649	0.7080553377	0.6123494764	1.660085	0.311014	0.009884	1.339187	1.349071
rose_round2.jointvcf_Chr05_23900001-24000000.clean.fst.ASIA.fst.clean.fst	75117	1591	361.199	479.473	0.39995	0.0063830158	Chr05	23900001	24000000	0.0048084854	-1.08346	0.0165091019	0.481255	0.0087761899	0.697589	0.0050583697	-0.2477	-0.8251464113	-0.0519673455	0.4684029473	0.6936011616	0.4236257766	1.781049	0.83576	0.216334	0.728955	0.945289
rose_round2.jointvcf_Chr05_24200001-24300000.clean.fst.ASIA.fst.clean.fst	78303	3068	763.702	924.59	0.373294	0.011807849	Chr05	24200001	24300000	0.009753164	-0.764745	0.0169377535	0.568655	0.011895758	0.494385	0.00721744	-0.21084	-0.2196819406	0.2599898811	0.2976779356	0.5738844553	0.3932761532	1.25913	0.553905	0.07427	0.779495	0.705225
rose_round2.jointvcf_Chr05_28100001-28200000.clean.fst.ASIA.fst.clean.fst	70695	1791	369.038	539.746	0.371676	0.007634854	Chr05	28100001	28200000	0.0052201429	-1.38934	0.0166191372	0.433052	0.0127598121	0.356539	0.006486726	-0.316328	-1.4443415532	-0.2426337967	0.2322217451	0.6096833494	0.4916284121	1.745879	1.073012	0.076513	0.74938	0.672867
rose_round2.jointvcf_Chr05_28300001-28400000.clean.fst.ASIA.fst.clean.fst	80994	2000	406.358	602.731	0.382635	0.0074416747	Chr05	28300001	28400000	0.0050171371	-1.43138	0.0151873914	0.684064	0.0164077105	0.568728	0.0061516791	-0.447879	-2.2703333067	-0.2261333593	-0.0803508006	0.5949482722	0.6250738857	2.000108	0.983501	0.115336	1.131943	1.016607
rose_round2.jointvcf_Chr05_28400001-28500000.clean.fst.ASIA.fst.clean.fst	74472	2064	420.061	622.019	0.370036	0.0083523875	Chr05	28400001	28500000	0.0056405226	-1.42648	0.0167976932	0.34412	0.018243583	0.8315	0.0060628626	-0.262279	-2.2343781304	-0.0748760428	-0.0860766896	0.6390657594	0.6676714968	2.25798	1.164201	0.48738	0.606399	1.093779
rose_round2.jointvcf_Chr05_30200001-30300000.clean.fst.ASIA.fst.clean.fst	71130	2906	647.182	875.768	0.382226	0.0123122171	Chr05	30200001	30300000	0.0090985801	-1.14707	0.016267592	0.258526	0.0181289298	0.734675	0.0066638847	-0.306079	-0.9925009954	0.2675906967	-0.1144199969	0.5903582606	0.6324170954	1.881745	0.840991	0.476149	0.564605	1.040754
rose_round2.jointvcf_Chr05_51800001-51900000.clean.fst.ASIA.fst.clean.fst	81153	1086	254.318	327.283	0.368467	0.0040329131	Chr05	51800001	51900000	0.003133809	-0.978656	0.0161776656	0.452005	0.0156273843	0.876961	0.004616676	-0.268988	-3.9867060742	-0.4731836171	0.0340148806	0.7146265629	0.7045778124	1.855617	0.709668	0.424956	0.720993	1.145949
rose_round2.jointvcf_Chr06_11200001-11300000.clean.fst.ASIA.fst.clean.fst	7227	4	1.25	1.20546	0.449842	0.0001667995	Chr06	11200001	11300000	0.0001729625	0.115588	0.0016974359	1.41782	0.0003831266	1.92609	0.0001502855	-0.436272	-1.2150846746	0.1311091073	0.7742909836	0.9114632	0.6077391972	1.810502	0.55186	0.50827	1.854092	2.362362
rose_round2.jointvcf_Chr07_15900001-16000000.clean.fst.ASIA.fst.clean.fst	42597	2540	857.558	765.469	0.372302	0.0179700214	Chr07	15900001	16000000	0.0201318872	0.528649	0.0182805404	0.541103	0.0173881334	0.382308	0.0062745832	-0.487114	0.1362889547	0.6883261283	0.0488173226	0.656761611	0.6391456687	0.146341	1.015763	0.158795	1.028217	0.869422
rose_round2.jointvcf_Chr07_16300001-16400000.clean.fst.ASIA.fst.clean.fst	44133	1902	653.685	573.197	0.371634	0.0129879455	Chr07	16300001	16400000	0.0148117055	0.616878	0.014668473	0.437011	0.0136504403	0.678089	0.0050283944	-0.364915	0.0784018594	0.6605121284	0.0694027724	0.6571971468	0.6316313406	0.061211	0.981793	0.241078	0.801926	1.043004
rose_round2.jointvcf_Chr07_16400001-16500000.clean.fst.ASIA.fst.clean.fst	23964	1028	352.716	309.804	0.369624	0.0129278918	Chr07	16400001	16500000	0.0147185779	0.607983	0.0154874797	0.639098	0.0123400295	0.62801	0.0050402317	-0.37627	0.1616017798	0.6575598717	0.2032254641	0.6745608856	0.5915543235	0.020027	0.984253	0.011088	1.015368	1.00428
rose_round2.jointvcf_Chr07_16600001-16700000.clean.fst.ASIA.fst.clean.fst	47688	2144	684.065	646.128	0.375209	0.0135490689	Chr07	16600001	16700000	0.014344594	0.257971	0.0166210066	0.50875	0.0154647181	0.381242	0.0067919632	-0.305545	-0.0780868428	0.5265140895	0.069567901	0.5913627065	0.5608091188	0.123271	0.563516	0.127508	0.814295	0.686787
rose_round2.jointvcf_Chr07_16700001-16800000.clean.fst.ASIA.fst.clean.fst	31071	1681	573.873	506.596	0.38119	0.016304464	Chr07	16700001	16800000	0.0184697306	0.583341	0.0168452167	0.626152	0.0153312877	0.920362	0.0054643085	-0.309719	0.1699235889	0.7041479074	0.0898729294	0.6756166122	0.6435845079	0.337021	0.89306	0.29421	0.935871	1.230081
rose_round2.jointvcf_Chr07_18300001-18400000.clean.fst.ASIA.fst.clean.fst	54513	2186	746.78	658.785	0.365589	0.0120849155	Chr07	18300001	18400000	0.0136991176	0.586872	0.0163101212	0.525088	0.0180307324	0.629643	0.0056558745	-0.76951	-0.316196626	0.5871358525	-0.1054934649	0.6532291544	0.6863203116	0.042771	1.356382	0.104555	1.294598	1.399153
rose_round2.jointvcf_Chr07_19400001-19500000.clean.fst.ASIA.fst.clean.fst	60150	2885	1054.5	869.44	0.381654	0.0144545303	Chr07	19400001	19500000	0.0175311721	0.935394	0.0195242562	0.548775	0.0206301387	0.596604	0.0064744681	-0.439795	-0.1767689339	0.6306882326	-0.0566414673	0.668388486	0.6861645844	0.33879	1.375189	0.047829	0.98857	1.036399
rose_round2.jointvcf_Chr07_19500001-19600000.clean.fst.ASIA.fst.clean.fst	37431	1874	675.945	564.759	0.409495	0.0150880019	Chr07	19500001	19600000	0.0180584275	0.864876	0.0096853389	0.431295	0.0154927317	0.808686	0.0046206652	-0.416497	0.1420774776	0.7441269365	-0.5996065695	0.5229216827	0.7017527144	0.05619	1.281373	0.377391	0.847792	1.225183
rose_round2.jointvcf_Chr07_20000001-20100000.clean.fst.ASIA.fst.clean.fst	72093	3035	931.782	914.645	0.389511	0.0126870154	Chr07	20000001	20100000	0.0129247222	0.0823457	0.016896005	0.59606	0.0148758069	0.615238	0.0069157515	-0.381176	-0.1509575669	0.4649206861	0.1195666174	0.5906871775	0.5351007463	0.5328923	0.4635217	0.019178	0.977236	0.996414
rose_round2.jointvcf_Chr07_20600001-20700000.clean.fst.ASIA.fst.clean.fst	77922	2684	936.753	808.865	0.381694	0.0103804445	Chr07	20600001	20700000	0.0120216755	0.694794	0.0203561172	0.49332	0.0103660018	-0.0695518	0.0070995752	-0.467124	0.1377240385	0.4094354623	0.4907672374	0.6512313639	0.315109589	0.7643458	1.161918	0.5628718	0.960444	0.3975722
rose_round2.jointvcf_Chr07_21000001-21100000.clean.fst.ASIA.fst.clean.fst	55263	3393	1057.65	1022.53	0.363647	0.0185029767	Chr07	21000001	21100000	0.0191384833	0.150932	0.0178900262	0.495031	0.0184892581	0.531084	0.0056618322	-0.647019	0.0339224988	0.70416505	-0.0334953033	0.6835201825	0.6937772078	0.380152	0.797951	0.036053	1.14205	1.178103
