chr	startwin	medianwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr01	8400001	8900000	9400000	166	0.25	0.353197674418599	0.666666666667	0.594362745098047
Chr01	8500001	9e+06	9500000	157	0.3125	0.372564935064929	0.666666666667	0.587043378995411
Chr01	8600001	9100000	9600000	145	0.3125	0.389254385964916	0.5	0.536651234567852
Chr01	8700001	9200000	9700000	144	0.3125	0.396590909090915	0.583333333333	0.600620567375851
Chr01	8800001	9300000	9800000	150	0.3125	0.388523391812865	0.583333333333	0.594812925170041
Chr01	8900001	9400000	9900000	152	0.25	0.350215517241367	0.5416666666665	0.583333333333292
Chr01	9000001	9500000	1e+07	156	0.21875	0.312114197530876	0.75	0.669642857142857
Chr01	9100001	9600000	10100000	164	0.1875	0.299059139784945	0.75	0.629882812500009
Chr01	9200001	9700000	10200000	161	0.333333333333	0.363046448087431	0.8125	0.733134920634946
Chr01	9300001	9800000	10300000	190	0.125	0.254786036036026	0.75	0.683248299319751
Chr01	9400001	9900000	10400000	185	0.25	0.319867886178865	0.75	0.712462462462483
Chr01	9500001	1e+07	10500000	192	0.28125	0.326906028368797	0.75	0.699795081967234
Chr01	9600001	10100000	10600000	228	0.25	0.330306267806281	0.75	0.713281250000029
Chr01	9700001	10200000	10700000	234	0.25	0.314500000000012	0.75	0.694692460317486
Chr01	9800001	10300000	10800000	230	0.25	0.311833333333348	0.75	0.693328373015896
Chr01	9900001	10400000	10900000	228	0.1875	0.31487127371276	0.75	0.693597560975638
Chr01	10000001	10500000	1.1e+07	230	0.1875	0.29833984375002	0.75	0.671907756813431
Chr01	10100001	10600000	11100000	253	0.166666666667	0.29492187500002	0.75	0.716235632183937
Chr01	10200001	10700000	11200000	228	0.0625	0.251106194690288	0.75	0.701774691358056
Chr01	10300001	10800000	11300000	190	0.1875	0.3056318681319	0.78125	0.737433862433897
Chr01	10400001	10900000	11400000	167	0.0833333333333	0.265031645569644	0.75	0.727536231884096
Chr01	10500001	1.1e+07	11500000	166	0.0833333333333	0.268299549549584	0.78125	0.746527777777815
Chr01	10600001	11100000	11600000	131	0.0833333333333	0.27595029239767	0.833333333333	0.738924050632949
Chr01	10700001	11200000	11700000	143	0.166666666667	0.281250000000011	0.833333333333	0.804687500000031
Chr01	10800001	11300000	11800000	181	0.166666666667	0.292968750000009	0.833333333333	0.817110655737754
Chr01	10900001	11400000	11900000	194	0.25	0.286111111111088	0.833333333333	0.812037037037082
Chr01	11000001	11500000	1.2e+07	192	0.166666666667	0.279914529914508	0.833333333333	0.814781021897869
Chr01	11100001	11600000	12100000	169	0.2083333333335	0.282346491228057	0.75	0.77817622950823
Chr01	11200001	11700000	12200000	184	0.333333333333	0.340277777777781	0.8125	0.792283950617311
Chr01	11300001	11800000	12300000	219	0.25	0.293029595015564	0.75	0.782230392156894
Chr01	11400001	11900000	12400000	222	0.25	0.297159090909085	0.75	0.779656862745129
Chr01	11500001	1.2e+07	12500000	228	0.25	0.299456521739122	0.75	0.785392992424273
Chr01	11600001	12100000	12600000	223	0.3125	0.305021367521368	0.75	0.789901129943525
Chr01	11700001	12200000	12700000	202	0.333333333333	0.324350152905202	0.75	0.780501089324647
Chr01	11800001	12300000	12800000	167	0.333333333333	0.334967320261441	0.75	0.772786458333344
Chr01	11900001	12400000	12900000	158	0.333333333333	0.347373188405826	0.75	0.771367521367533
Chr01	12000001	12500000	1.3e+07	150	0.3541666666665	0.380589430894341	0.75	0.783099688473526
Chr01	12100001	12600000	13100000	146	0.416666666667	0.405555555555591	0.8125	0.810567010309292
Chr01	12200001	12700000	13200000	163	0.333333333333	0.312500000000004	0.75	0.76964962121214
Chr01	12300001	12800000	13300000	131	0.4375	0.426893939393969	0.8125	0.7859477124183
Chr01	12400001	12900000	13400000	138	0.4375	0.452008928571434	0.8125	0.784469696969696
Chr01	12500001	1.3e+07	13500000	120	0.5	0.45687984496124	0.75	0.753391472868216
Chr01	12600001	13100000	13600000	145	0.4375	0.462418300653594	0.75	0.767307692307682
Chr01	12700001	13200000	13700000	170	0.4375	0.45218579234971	0.75	0.765625000000015
Chr01	12800001	13300000	13800000	181	0.4375	0.436475409836054	0.75	0.760539215686298
Chr01	12900001	13400000	13900000	251	0.333333333333	0.338598901098886	0.666666666667	0.732396640826985
Chr01	13000001	13500000	1.4e+07	251	0.25	0.325407608695637	0.666666666667	0.730099502487679
Chr01	13100001	13600000	14100000	242	0.25	0.324305555555537	0.666666666667	0.729643765903427
Chr01	13200001	13700000	14200000	281	0.25	0.32632398753894	0.666666666667	0.726284067086063
Chr01	13300001	13800000	14300000	315	0.25	0.320043103448272	0.666666666667	0.72001445086715
Chr01	13400001	13900000	14400000	423	0.3125	0.336972891566281	0.666666666667	0.701776228419729
Chr01	13500001	1.4e+07	14500000	435	0.25	0.321461824953461	0.666666666667	0.700276692708406
Chr01	13600001	14100000	14600000	411	0.25	0.301282051282075	0.666666666667	0.688315217391396
Chr01	13700001	14200000	14700000	396	0.166666666667	0.277694610778471	0.666666666667	0.660000000000089
Chr01	13800001	14300000	14800000	438	0	0.220138888888912	0.666666666667	0.614344783715092
Chr01	13900001	14400000	14900000	366	0	0.23093220338986	0.625	0.604071537290753
Chr01	14000001	14500000	1.5e+07	361	0	0.232244318181848	0.625	0.600449921752775
Chr01	14100001	14600000	15100000	408	0.166666666667	0.255829510703391	0.625	0.600363756613786
Chr01	14200001	14700000	15200000	438	0.25	0.3267125706215	0.666666666667	0.6323529411765
Chr01	14300001	14800000	15300000	500	0.333333333333	0.373408564814837	0.666666666667	0.647615535889906
Chr01	14400001	14900000	15400000	452	0.333333333333	0.371742112482872	0.666666666667	0.64692982456144
Chr01	14500001	1.5e+07	15500000	442	0.375	0.381348354792579	0.666666666667	0.649797885572175
Chr01	14600001	15100000	15600000	652	0.0625	0.271843434343438	0.666666666667	0.65117636494255
Chr01	14700001	15200000	15700000	644	0.125	0.282628205128208	0.666666666667	0.658204562178091
Chr01	14800001	15300000	15800000	601	0.3125	0.331792840375587	0.666666666667	0.690667062549501
Chr01	14900001	15400000	15900000	629	0.25	0.320120246085009	0.666666666667	0.68802561162081
Chr01	15000001	15500000	1.6e+07	653	0.25	0.320969945355186	0.666666666667	0.681413857677915
Chr01	15100001	15600000	16100000	639	0.21875	0.319087009803915	0.666666666667	0.69090447154473
Chr01	15200001	15700000	16200000	544	0	0.261141304347808	0.666666666667	0.670580110497247
Chr01	15300001	15800000	16300000	444	0	0.150199600798389	0.625	0.660682624113476
Chr01	15400001	15900000	16400000	387	0	0.139985380116941	0.625	0.64605418138987
Chr01	15500001	1.6e+07	16500000	385	0	0.144975490196058	0.625	0.64628136200717
Chr01	15600001	16100000	16600000	164	0.25	0.329807692307666	0.6458333333335	0.611645299145286
Chr01	15700001	16200000	16700000	163	0.25	0.311827956989215	0.666666666667	0.612894144144139
Chr01	15800001	16300000	16800000	163	0.25	0.307835820895497	0.6458333333335	0.60581140350878
Chr01	15900001	16400000	16900000	132	0.333333333333	0.350818452380934	0.583333333333	0.593926553672327
Chr01	16000001	16500000	1.7e+07	137	0.375	0.462962962962957	0.75	0.733732876712342
Chr01	16100001	16600000	17100000	140	0.375	0.42708333333332	0.75	0.723001700680245
Chr01	16200001	16700000	17200000	155	0.375	0.434386973180069	0.75	0.726218553459094
Chr01	16300001	16800000	17300000	164	0.375	0.395175438596484	0.75	0.70120120120118
Chr01	16400001	16900000	17400000	164	0.375	0.402298850574713	0.75	0.724759615384606
Chr01	16500001	1.7e+07	17500000	182	0.375	0.404730902777784	0.75	0.725479351032442
Chr01	16600001	17100000	17600000	187	0.375	0.403135738831622	0.75	0.732116519174035
Chr01	16700001	17200000	17700000	206	0.28125	0.368467514124302	0.75	0.710937499999978
Chr01	16800001	17300000	17800000	200	0.3125	0.390036231884066	0.75	0.715640547263657
Chr01	16900001	17400000	17900000	207	0.3125	0.38461538461539	0.75	0.716066919191894
Chr01	17000001	17500000	1.8e+07	229	0.25	0.329310344827599	0.75	0.710047468354405
Chr01	17100001	17600000	18100000	249	0.1770833333335	0.302549751243798	0.75	0.745810055865927
Chr01	17200001	17700000	18200000	236	0.166666666667	0.280919312169333	0.75	0.757586705202324
Chr01	17300001	17800000	18300000	227	0.1875	0.294693732193751	0.75	0.773952095808395
Chr01	17400001	17900000	18400000	215	0.25	0.295420420420432	0.75	0.779320987654327
Chr01	17500001	1.8e+07	18500000	193	0.1875	0.28816006600661	0.78125	0.782757675438599
Chr01	17600001	18100000	18600000	194	0.1770833333335	0.280649038461544	0.75	0.777233115468412
Chr01	17700001	18200000	18700000	171	0.25	0.303075396825408	0.8125	0.813289141414159
Chr01	17800001	18300000	18800000	176	0.1875	0.244047619047623	0.75	0.80317164179106
Chr01	17900001	18400000	18900000	195	0.1875	0.259027777777781	0.8125	0.79949575371551
Chr01	18000001	18500000	1.9e+07	153	0	0.215144230769212	0.75	0.80082614942531
Chr01	18100001	18600000	19100000	100	0.09375	0.276041666666625	0.75	0.768075980392177
Chr01	18200001	18700000	19200000	118	0.07291666666665	0.26799242424237	0.6875	0.694026104417699
Chr01	18300001	18800000	19300000	159	0.5	0.438970588235262	0.75	0.713205645161306
Chr01	18400001	18900000	19400000	167	0.4375	0.433866279069736	0.75	0.712000000000016
Chr01	18500001	1.9e+07	19500000	179	0.333333333333	0.399601063829759	0.75	0.705223880597037
Chr01	18600001	19100000	19600000	196	0.375	0.420983483483471	0.75	0.725268817204323
Chr01	18700001	19200000	19700000	203	0.3958333333335	0.429012345679003	0.75	0.73453476482619
Chr01	18800001	19300000	19800000	217	0.375	0.416478978978976	0.75	0.750462962962983
Chr01	18900001	19400000	19900000	211	0.375	0.411817528735632	0.75	0.727272727272756
Chr01	19000001	19500000	2e+07	198	0.375	0.412537537537543	0.75	0.723677644710605
Chr01	19100001	19600000	20100000	195	0.3541666666665	0.410984848484857	0.75	0.727420159680665
Chr01	19200001	19700000	20200000	195	0.333333333333	0.4046052631579	0.75	0.774467054263581
Chr01	19300001	19800000	20300000	157	0.1875	0.296326754385972	0.75	0.784259259259282
Chr01	19400001	19900000	20400000	160	0.1770833333335	0.288995726495729	0.75	0.795017482517503
Chr01	19500001	2e+07	20500000	159	0.25	0.339611872146122	0.8125	0.812208624708636
Chr01	19600001	20100000	20600000	159	0.125	0.296549479166655	0.75	0.805803571428586
Chr01	19700001	20200000	20700000	179	0.25	0.343241869918694	0.8125	0.813679245283038
Chr01	19800001	20300000	20800000	192	0.333333333333	0.362760416666661	0.8229166666665	0.829365079365089
Chr01	19900001	20400000	20900000	197	0.333333333333	0.386295180722902	0.8958333333335	0.867824074074078
Chr01	20000001	20500000	2.1e+07	214	0.333333333333	0.381155303030317	0.875	0.861992385786807
Chr01	20100001	20600000	21100000	221	0.333333333333	0.372023809523823	0.875	0.850796568627456
Chr01	20200001	20700000	21200000	203	0.4375	0.404578189300436	0.875	0.85188979963571
Chr01	20300001	20800000	21300000	226	0.5	0.497395833333375	1	0.869134304207126
Chr01	20400001	20900000	21400000	223	0.5	0.50639438943899	1	0.869943365695801
Chr01	20500001	2.1e+07	21500000	221	0.5	0.477548543689359	1	0.868534482758631
Chr01	20600001	21100000	21600000	251	0.5	0.503058103975562	1	0.87898148148148
Chr01	20700001	21200000	21700000	245	0.5	0.474226804123735	1	0.882705479452055
Chr01	20800001	21300000	21800000	229	0.5	0.482236842105287	1	0.867784552845537
Chr01	20900001	21400000	21900000	210	0.5	0.484375000000016	1	0.858242753623196
Chr01	21000001	21500000	2.2e+07	211	0.46875	0.477470930232565	1	0.8570945945946
Chr01	21100001	21600000	22100000	232	0.4375	0.463068181818189	1	0.873040429042911
Chr01	21200001	21700000	22200000	262	0.333333333333	0.397222222222228	1	0.845940629470678
Chr01	21300001	21800000	22300000	279	0.3125	0.335808580858081	0.916666666667	0.829522357723585
Chr01	21400001	21900000	22400000	293	0.28125	0.329802259886993	0.875	0.823754789272034
Chr01	21500001	2.2e+07	22500000	312	0.28125	0.337747175141247	0.916666666667	0.834363957597177
Chr01	21600001	22100000	22600000	490	0	0.173447327044025	0.75	0.782138949671786
Chr01	21700001	22200000	22700000	488	0	0.184931506849316	0.75	0.781204312865509
Chr01	21800001	22300000	22800000	485	0	0.178652968036531	0.75	0.781547619047626
Chr01	21900001	22400000	22900000	525	0	0.205566406250005	0.75	0.786049631120062
Chr01	22000001	22500000	2.3e+07	519	0	0.203647925033474	0.75	0.786822702331971
Chr01	22100001	22600000	23100000	489	0	0.207821038251373	0.75	0.780117753623198
Chr01	22200001	22700000	23200000	451	0	0.219026548672573	0.75	0.78757880220647
Chr01	22300001	22800000	23300000	412	0	0.178819444444448	0.75	0.78488372093024
Chr01	22400001	22900000	23400000	392	0	0.171902852049921	0.75	0.783492279745695
Chr01	22500001	2.3e+07	23500000	363	0	0.168498168498172	0.75	0.770278599605533
Chr01	22600001	23100000	23600000	137	0.3125	0.353611111111147	0.875	0.83759842519685
Chr01	22700001	23200000	23700000	131	0.25	0.306924882629141	0.833333333333	0.806722689075639
Chr01	22800001	23300000	23800000	220	0.0625	0.203929539295417	0.75	0.706239530988281
Chr01	22900001	23400000	23900000	173	0	0.137254901960804	0.6875	0.671189692982461
Chr01	23000001	23500000	2.4e+07	248	0	0.08333333333334	0.625	0.643947557471267
Chr01	23100001	23600000	24100000	330	0	0.229821116928431	0.75	0.716382575757578
Chr01	23200001	23700000	24200000	371	0	0.206678348909642	0.6875	0.710303247373461
Chr01	23300001	23800000	24300000	385	0	0.205513100436665	0.6875	0.711137820512832
Chr01	23400001	23900000	24400000	411	0	0.184617918313555	0.6875	0.692828218243831
Chr01	23500001	2.4e+07	24500000	438	0	0.176294191919179	0.6875	0.695470137207436
Chr01	23600001	24100000	24600000	466	0	0.167044082125588	0.6875	0.704623287671244
Chr01	23700001	24200000	24700000	473	0	0.170711233211218	0.75	0.714902402402414
Chr01	23800001	24300000	24800000	374	0	0.203481735159796	0.75	0.747395833333347
Chr01	23900001	24400000	24900000	420	0	0.18333333333332	0.75	0.737646566164166
Chr01	24000001	24500000	2.5e+07	393	0	0.188301282051269	0.75	0.740627822944908
Chr01	24100001	24600000	25100000	384	0	0.0791839557399747	0.666666666667	0.674421296296311
Chr01	24200001	24700000	25200000	373	0	0.0801569506726498	0.6875	0.69206292026898
Chr01	24300001	24800000	25300000	374	0	0.0911111111111196	0.6875	0.690553160919549
Chr01	24400001	24900000	25400000	397	0	0.107358870967751	0.6875	0.698140681003597
Chr01	24500001	2.5e+07	25500000	383	0	0.121003401360548	0.6875	0.696797520661171
Chr01	24600001	25100000	25600000	371	0	0.118872549019614	0.6875	0.683978873239445
Chr01	24700001	25200000	25700000	404	0	0.120780590717303	0.6875	0.694480240549827
Chr01	24800001	25300000	25800000	397	0	0.116489361702131	0.6875	0.692502198768691
Chr01	24900001	25400000	25900000	377	0	0.116925837320572	0.6875	0.690758845437612
Chr01	25000001	25500000	2.6e+07	328	0	0.160899246704329	0.75	0.713507625272327
Chr01	25100001	25600000	26100000	279	0.125	0.198350694444447	0.75	0.735762548262541
Chr01	25200001	25700000	26200000	258	0.166666666667	0.220977011494257	0.75	0.720850840336122
Chr01	25300001	25800000	26300000	255	0.125	0.225796568627458	0.75	0.724180911680897
Chr01	25400001	25900000	26400000	255	0.125	0.224810606060612	0.75	0.740185185185164
Chr01	25500001	2.6e+07	26500000	349	0	0.153911564625859	0.75	0.727408008657987
Chr01	25600001	26100000	26600000	383	0	0.150077160493837	0.75	0.724800399201581
Chr01	25700001	26200000	26700000	352	0	0.146085858585872	0.75	0.706672203765216
Chr01	25800001	26300000	26800000	375	0	0.190837937384906	0.75	0.720693170234443
Chr01	25900001	26400000	26900000	381	0	0.211133512544811	0.75	0.733420920920913
Chr01	26000001	26500000	2.7e+07	428	0	0.193321078431378	0.75	0.744342906875538
Chr01	26100001	26600000	27100000	541	0	0.146379184861718	0.75	0.753932396251671
Chr01	26200001	26700000	27200000	543	0	0.142962962962962	0.75	0.755550033134523
Chr01	26300001	26800000	27300000	532	0	0.132071865443419	0.75	0.75676132521974
Chr01	26400001	26900000	27400000	576	0	0.205626640419939	0.75	0.771794280442803
Chr01	26500001	2.7e+07	27500000	864	0	0.144776570048301	0.75	0.785792512943054
Chr01	26600001	27100000	27600000	953	0	0.128120604781986	0.75	0.765180180180182
Chr01	26700001	27200000	27700000	945	0	0.129219409282688	0.75	0.764556040756916
Chr01	26800001	27300000	27800000	939	0	0.11440450643776	0.75	0.763522185551891
Chr01	26900001	27400000	27900000	977	0	0.110962088698133	0.75	0.766386517253652
Chr01	27000001	27500000	2.8e+07	941	0	0.111824581430739	0.75	0.767203107658166
Chr01	27100001	27600000	28100000	841	0	0.120682730923688	0.75	0.764115432873282
Chr01	27200001	27700000	28200000	834	0	0.117068273092363	0.75	0.762812367640839
Chr01	27300001	27800000	28300000	849	0	0.115373222748807	0.75	0.753502718527821
Chr01	27400001	27900000	28400000	795	0	0.0807980599647201	0.75	0.743877551020415
Chr01	27500001	2.8e+07	28500000	453	0	0.110969387755092	0.75	0.709289965986408
Chr01	27600001	28100000	28600000	435	0	0.114023297491041	0.75	0.763027852650531
Chr01	27700001	28200000	28700000	427	0	0.11686720142603	0.75	0.765002264492791
Chr01	27800001	28300000	28800000	416	0	0.125452898550726	0.75	0.761606313834763
Chr01	27900001	28400000	28900000	414	0	0.15238402061856	0.75	0.763139204545489
Chr01	28000001	28500000	2.9e+07	435	0	0.133487654320989	0.75	0.750555555555584
Chr01	28100001	28600000	29100000	404	0	0.137648809523814	0.75	0.754609674329535
Chr01	28200001	28700000	29200000	408	0	0.136104060913709	0.75	0.749583333333363
Chr01	28300001	28800000	29300000	399	0	0.137014991181665	0.75	0.771262254901991
Chr01	28400001	28900000	29400000	375	0	0.126671122994656	0.75	0.780227505112509
Chr01	28500001	2.9e+07	29500000	373	0	0.222089314194591	0.75	0.79128205128208
Chr01	28600001	29100000	29600000	276	0.25	0.307606263982114	0.8125	0.784931752873573
Chr01	28700001	29200000	29700000	330	0.1875	0.287211740041937	0.833333333333	0.81057098765433
Chr01	28800001	29300000	29800000	384	0.166666666667	0.279651675485017	0.833333333333	0.804179769392038
Chr01	28900001	29400000	29900000	365	0	0.230246113989639	0.75	0.780874316939898
Chr01	29000001	29500000	3e+07	349	0	0.26867030965392	0.8125	0.794326241134755
Chr01	29100001	29600000	30100000	346	0.03125	0.27255036630037	0.8125	0.797449584816135
Chr01	29200001	29700000	30200000	372	0	0.268269230769243	0.8125	0.795738327904459
Chr01	29300001	29800000	30300000	360	0	0.269652061855682	0.8125	0.791666666666676
Chr01	29400001	29900000	30400000	347	0	0.265851449275378	0.78125	0.793330439814823
Chr01	29500001	3e+07	30500000	295	0	0.184933574879236	0.75	0.778819444444454
Chr01	29600001	30100000	30600000	279	0	0.258001207729483	0.8125	0.801903735632194
Chr01	29700001	30200000	30700000	223	0	0.278935185185195	0.75	0.767549818840592
Chr01	29800001	30300000	30800000	198	0.333333333333	0.351000000000013	0.75	0.778481012658241
Chr01	29900001	30400000	30900000	153	0.4375	0.443813131313147	0.875	0.82920110192838
Chr01	30000001	30500000	3.1e+07	132	0.5	0.468039772727291	0.875	0.825625
Chr01	30100001	30600000	31100000	144	0.4375	0.453703703703718	0.875	0.824142156862745
Chr01	30200001	30700000	31200000	118	0.5	0.483649789029539	0.9375	0.834155701754368
Chr01	30300001	30800000	31300000	123	0.5	0.491176470588242	0.9375	0.821874999999987
Chr01	30400001	30900000	31400000	122	0.53125	0.497395833333344	0.9375	0.814967105263145
Chr01	30500001	3.1e+07	31500000	130	0.5	0.49180711610488	0.875	0.810917721518975
Chr01	30600001	31100000	31600000	119	0.416666666667	0.423430735930757	0.875	0.786458333333309
Chr01	30700001	31200000	31700000	122	0.4375	0.434895833333365	0.833333333333	0.784546413502101
Chr01	30800001	31300000	31800000	110	0.125	0.286139455782333	0.833333333333	0.781963470319658
Chr01	30900001	31400000	31900000	108	0.166666666667	0.29699612403103	0.8125	0.778253424657562
Chr01	31000001	31500000	3.2e+07	130	0	0.205295138888908	0.8125	0.787334983498416
Chr01	31100001	31600000	32100000	123	0	0.212159863945604	0.75	0.790048543689388
Chr01	31200001	31700000	32200000	126	0.0833333333333	0.216312056737609	0.78125	0.811931818181882
Chr01	31300001	31800000	32300000	153	0	0.112132352941194	0.75	0.795413669064799
Chr01	31400001	31900000	32400000	145	0	0.0866402116402254	0.75	0.795242537313485
Chr01	31500001	3.2e+07	32500000	170	0	0.0827294685990464	0.75	0.814532520325256
Chr01	31600001	32100000	32600000	183	0	0.0694444444444467	0.75	0.816619585687446
Chr01	31700001	32200000	32700000	181	0	0.0941666666666733	0.75	0.820194128787938
Chr01	31800001	32300000	32800000	172	0	0.07410714285716	0.75	0.812872023809571
Chr01	31900001	32400000	32900000	173	0	0.0819256756756919	0.75	0.813239644970462
Chr01	32000001	32500000	3.3e+07	157	0	0.112157534246588	0.75	0.812635281385305
Chr01	32100001	32600000	33100000	153	0	0.127640845070435	0.8125	0.814166666666693
Chr01	32200001	32700000	33200000	144	0	0.126785714285727	0.8125	0.815159574468113
Chr01	32300001	32800000	33300000	133	0	0.195370370370384	0.916666666667	0.865298982188328
Chr01	32400001	32900000	33400000	163	0	0.193247126436781	0.916666666667	0.848343685300236
Chr01	32500001	3.3e+07	33500000	150	0.125	0.234848484848496	0.8958333333335	0.844313063063081
Chr01	32600001	33100000	33600000	139	0.1770833333335	0.27750000000002	0.875	0.844890510948912
Chr01	32700001	33200000	33700000	164	0	0.197476525821606	0.833333333333	0.830761316872426
Chr01	32800001	33300000	33800000	172	0	0.19914215686275	0.833333333333	0.830269607843141
Chr01	32900001	33400000	33900000	173	0	0.206188725490206	0.833333333333	0.828581871345029
Chr01	33000001	33500000	3.4e+07	166	0	0.193684895833348	0.833333333333	0.832444105691055
Chr01	33100001	33600000	34100000	183	0.0625	0.224567099567095	0.833333333333	0.827059659090909
Chr01	33200001	33700000	34200000	203	0.125	0.236805555555562	0.833333333333	0.821412037037033
Chr01	33300001	33800000	34300000	207	0.166666666667	0.250000000000006	0.78125	0.804913949275353
Chr01	33400001	33900000	34400000	201	0.3229166666665	0.31558641975308	0.8125	0.812618371212114
Chr01	33500001	3.4e+07	34500000	186	0.25	0.308894230769217	0.75	0.806418219461689
Chr01	33600001	34100000	34600000	212	0.333333333333	0.329234972677589	0.8125	0.817765567765566
Chr01	33700001	34200000	34700000	191	0.333333333333	0.38448844884487	0.833333333333	0.828485324947598
Chr01	33800001	34300000	34800000	166	0.333333333333	0.400085034013591	0.833333333333	0.832550125313293
Chr01	33900001	34400000	34900000	161	0.333333333333	0.396050347222207	0.833333333333	0.825787401574811
Chr01	34000001	34500000	3.5e+07	164	0.333333333333	0.399872448979578	0.833333333333	0.816000000000008
Chr01	34100001	34600000	35100000	276	0.333333333333	0.384184587813609	1	0.907031250000004
Chr01	34200001	34700000	35200000	479	0.333333333333	0.415378006872828	1	0.941730349344987
Chr01	34300001	34800000	35300000	528	0.333333333333	0.442434210526292	1	0.941284098469736
Chr01	34400001	34900000	35400000	527	0.333333333333	0.402777777777759	1	0.940695551128827
Chr01	34500001	3.5e+07	35500000	567	0.333333333333	0.379770992366386	1	0.931944444444456
Chr01	34600001	35100000	35600000	564	0.333333333333	0.388020833333294	1	0.931381660470888
Chr01	34700001	35200000	35700000	628	0.333333333333	0.388888888888861	1	0.915379799666117
Chr01	34800001	35300000	35800000	643	0.333333333333	0.393200549450521	1	0.912693477059156
Chr01	34900001	35400000	35900000	667	0.333333333333	0.392746913580216	1	0.908154859967059
Chr01	35000001	35500000	3.6e+07	682	0.333333333333	0.38403486394555	1	0.899002157497309
Chr01	35100001	35600000	36100000	554	0.333333333333	0.390270506108177	1	0.876394523326578
Chr01	35200001	35700000	36200000	334	0.3125	0.379142992424215	0.78125	0.79577250608273
Chr01	35300001	35800000	36300000	279	0.25	0.355902777777736	0.75	0.762479871175527
Chr01	35400001	35900000	36400000	287	0.25	0.338508492568962	0.75	0.746265723270448
Chr01	35500001	3.6e+07	36500000	247	0.25	0.347422062350084	0.75	0.731202107279695
Chr01	35600001	36100000	36600000	241	0.25	0.323919753086385	0.75	0.728923001949322
Chr01	35700001	36200000	36700000	173	0.25	0.29022988505742	0.75	0.68499228395062
Chr01	35800001	36300000	36800000	175	0.25	0.278865461847319	0.75	0.695165094339623
Chr01	35900001	36400000	36900000	192	0.25	0.250573394495373	0.6875	0.695804195804196
Chr01	36000001	36500000	3.7e+07	185	0.25	0.285416666666634	0.75	0.734259259259274
Chr01	36100001	36600000	37100000	199	0.25	0.270474137930994	0.6875	0.722530864197548
Chr01	36200001	36700000	37200000	197	0.25	0.275181159420255	0.6875	0.723029715762287
Chr01	36300001	36800000	37300000	185	0.1770833333335	0.269903273809503	0.6875	0.720833333333348
Chr01	36400001	36900000	37400000	162	0.25	0.303124999999991	0.6875	0.73394495412845
Chr01	36500001	3.7e+07	37500000	181	0.25	0.302173913043473	0.6875	0.734292328042333
Chr01	36600001	37100000	37600000	251	0.25	0.31163194444444	0.75	0.753670120898114
Chr01	36700001	37200000	37700000	251	0.25	0.312652068126521	0.75	0.767487046632145
Chr01	36800001	37300000	37800000	234	0.25	0.310432569974568	0.75	0.768880208333354
Chr01	36900001	37400000	37900000	204	0.3125	0.345322327044029	0.8125	0.796737938596513
Chr01	37000001	37500000	3.8e+07	223	0.25	0.304687500000004	0.75	0.75854037267082
Chr01	37100001	37600000	38100000	282	0.25	0.282262731481491	0.75	0.688596491228038
Chr01	37200001	37700000	38200000	284	0.25	0.284184272300477	0.75	0.692611882716018
Chr01	37300001	37800000	38300000	312	0.25	0.272841365461839	0.75	0.689719945355164
Chr01	37400001	37900000	38400000	322	0.25	0.248705273069669	0.6875	0.684935897435873
Chr01	37500001	3.8e+07	38500000	316	0.25	0.256238229755168	0.6875	0.686767578124977
Chr01	37600001	38100000	38600000	231	0.1875	0.24408783783782	0.625	0.622725095785391
Chr01	37700001	38200000	38700000	241	0.25	0.2506430041152	0.625	0.611526268115891
Chr01	37800001	38300000	38800000	242	0.25	0.251150306748438	0.625	0.610923423423373
Chr01	37900001	38400000	38900000	232	0.25	0.253052016985111	0.625	0.615540540540497
Chr01	38000001	38500000	3.9e+07	300	0.166666666667	0.222694174757257	0.5625	0.537446120689583
Chr01	38100001	38600000	39100000	225	0.166666666667	0.226405622489928	0.5625	0.563773148148102
Chr01	38200001	38700000	39200000	233	0.1875	0.22639691714833	0.625	0.576019503546055
Chr01	38300001	38800000	39300000	207	0.1875	0.230844519015643	0.5625	0.554353632478579
Chr01	38400001	38900000	39400000	206	0.1875	0.249999999999978	0.5625	0.558278867102335
Chr01	38500001	3.9e+07	39500000	213	0.1875	0.241180048661781	0.625	0.580241935483815
Chr01	38600001	39100000	39600000	261	0.25	0.272303921568608	0.666666666667	0.633272058823492
Chr01	38700001	39200000	39700000	346	0.25	0.282845345345337	0.75	0.691927990708464
Chr01	38800001	39300000	39800000	365	0.25	0.286347517730487	0.75	0.690858004385955
Chr01	38900001	39400000	39900000	395	0.25	0.297476759628151	0.75	0.70124246987951
Chr01	39000001	39500000	4e+07	300	0.25	0.35887096774193	0.8125	0.803507194244629
Chr01	39100001	39600000	40100000	307	0.25	0.362985008818339	0.8125	0.802811771561797
Chr01	39200001	39700000	40200000	406	0.25	0.323168682795694	0.75	0.77733686067022
Chr01	39300001	39800000	40300000	401	0.25	0.321088435374142	0.75	0.777869393139868
Chr01	39400001	39900000	40400000	396	0.25	0.326101928374651	0.75	0.78033333333336
Chr01	39500001	4e+07	40500000	381	0.25	0.329343971631195	0.75	0.77009132420094
Chr01	39600001	40100000	40600000	330	0.25	0.319023569023564	0.75	0.769901490947847
